PERIODO,CVE_ENT,ENTIDAD,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
2013,20,Oaxaca,311,Industria alimentaria,13289.442,7906.516
2014,20,Oaxaca,311,Industria alimentaria,13359.069,8838.48
2015,20,Oaxaca,311,Industria alimentaria,13201.647,9631.315
2016,20,Oaxaca,311,Industria alimentaria,13801.961,9447.834
2017,20,Oaxaca,311,Industria alimentaria,12230.545,10677.195
2018,20,Oaxaca,311,Industria alimentaria,12842.345,12842.345
2019,20,Oaxaca,311,Industria alimentaria,12314.482,12206.275
2020,20,Oaxaca,311,Industria alimentaria,12448.993,13138.372
2021,20,Oaxaca,311,Industria alimentaria,12818.137,14679.845
2022,20,Oaxaca,311,Industria alimentaria,13502.359,17520.343
2023,20,Oaxaca,311,Industria alimentaria,13463.765,18740.362
2003,20,Oaxaca,312,Industria de las bebidas y del tabaco,3209.641,1580.999
2004,20,Oaxaca,312,Industria de las bebidas y del tabaco,3449.378,1814.899
2005,20,Oaxaca,312,Industria de las bebidas y del tabaco,3847.266,2026.443
2006,20,Oaxaca,312,Industria de las bebidas y del tabaco,4512.052,2677.877
2007,20,Oaxaca,312,Industria de las bebidas y del tabaco,5401.204,3161.821
2008,20,Oaxaca,312,Industria de las bebidas y del tabaco,5133.17,3029.33
2009,20,Oaxaca,312,Industria de las bebidas y del tabaco,5325.387,3546.11
2010,20,Oaxaca,312,Industria de las bebidas y del tabaco,3130.758,1928.508
2011,20,Oaxaca,312,Industria de las bebidas y del tabaco,3546.611,2234.417
2012,20,Oaxaca,312,Industria de las bebidas y del tabaco,3281.804,2270.984
2013,20,Oaxaca,312,Industria de las bebidas y del tabaco,3623.489,2470.804
2014,20,Oaxaca,312,Industria de las bebidas y del tabaco,3888.225,2778.602
2015,20,Oaxaca,312,Industria de las bebidas y del tabaco,4557.324,3354.781
2016,20,Oaxaca,312,Industria de las bebidas y del tabaco,5211.27,4672.305
2017,20,Oaxaca,312,Industria de las bebidas y del tabaco,4747.181,4468.357
2018,20,Oaxaca,312,Industria de las bebidas y del tabaco,5254.618,5254.618
2019,20,Oaxaca,312,Industria de las bebidas y del tabaco,5717.983,6348.995
2020,20,Oaxaca,312,Industria de las bebidas y del tabaco,5475.361,6610.708
2021,20,Oaxaca,312,Industria de las bebidas y del tabaco,5530.935,7349.978
2022,20,Oaxaca,312,Industria de las bebidas y del tabaco,5626.776,8053.615
2023,20,Oaxaca,312,Industria de las bebidas y del tabaco,5256.649,8077.797
2003,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",645.548,240.894
2004,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",650.427,248.45
2005,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",621.584,249.374
2006,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",632.439,305.84
2007,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",633.321,303.43
2008,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",562.153,282.151
2009,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",564.753,269.313
2010,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",567.119,300.264
2011,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",524.155,306.152
2012,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",475.405,306.639
2013,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",492.992,290.068
2014,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",474.906,303.666
2015,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",454.384,322.14
2016,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",492.126,333.649
2017,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",446.138,405.212
2018,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",425.47,425.47
2019,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",441.856,439.623
2020,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",404.188,416.64
2021,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",472.022,497.188
2022,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",492.048,551.41
2023,20,Oaxaca,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",460.333,512.074
2003,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",868.85,312.006
2004,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",839.5659999999999,326.723
2005,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",859.919,317.603
2006,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",841.079,408.793
2007,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",816.6429999999999,390.497
2008,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",858.269,438.795
2009,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",914.773,427.988
2010,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",929.586,485.827
2011,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",903.375,522.9490000000001
2012,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",829.244,542.285
2013,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",842.153,485.938
2014,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",722.147,469.125
2015,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",713.094,510.501
2016,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",745.361,453.672
2017,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",605.414,518.68
2018,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",650.981,650.981
2019,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",643.915,642.999
2020,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",503.24,536.69
2021,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",587.463,614.077
2022,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",630.469,704.637
2023,20,Oaxaca,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",572.192,631.962
2003,20,Oaxaca,321,Industria de la madera,2240.454,837.765
2004,20,Oaxaca,321,Industria de la madera,2721.118,1045.938
2005,20,Oaxaca,321,Industria de la madera,2476.796,1086.936
2006,20,Oaxaca,321,Industria de la madera,2635.764,1234.606
2007,20,Oaxaca,321,Industria de la madera,2277.825,1153.953
2008,20,Oaxaca,321,Industria de la madera,2367.481,1232.659
2009,20,Oaxaca,321,Industria de la madera,2136.929,1128.725
2010,20,Oaxaca,321,Industria de la madera,2388.823,1304.967
2011,20,Oaxaca,321,Industria de la madera,2506.977,1468.516
2012,20,Oaxaca,321,Industria de la madera,2430.652,1457.141
2013,20,Oaxaca,321,Industria de la madera,1901.326,1118.129
2014,20,Oaxaca,321,Industria de la madera,1625.629,1015.063
2015,20,Oaxaca,321,Industria de la madera,1454.993,1016.397
2016,20,Oaxaca,321,Industria de la madera,1709.245,1285.369
2017,20,Oaxaca,321,Industria de la madera,1880.346,1698.127
2018,20,Oaxaca,321,Industria de la madera,1789.957,1789.957
2019,20,Oaxaca,321,Industria de la madera,1777.957,1847.813
2020,20,Oaxaca,321,Industria de la madera,1538.442,1624.871
2021,20,Oaxaca,321,Industria de la madera,1788.361,1973.355
2022,20,Oaxaca,321,Industria de la madera,1629.984,2219.813
2023,20,Oaxaca,321,Industria de la madera,956.669,1280.201
2003,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,585.995,233.36900000000003
2004,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,655.007,292.34
2005,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,663.384,291.836
2006,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,715.147,340.65
2007,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,712.558,340.473
2008,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,774.358,402.24
2009,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,688.009,350.207
2010,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,483.51200000000006,287.993
2011,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,570.966,364.459
2012,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,619.951,433.9210000000001
2013,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,681.648,503.068
2014,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,891.912,656.244
2015,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,819.683,619.965
2016,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,984.656,761.712
2017,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,975.348,894.146
2018,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,978.065,978.065
2019,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,1023.938,1075.909
2020,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,1019.994,1084.214
2021,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,1143.55,1231.509
2022,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,1160.728,1494.187
2023,20,Oaxaca,322-323,Industria del papel; Impresión e industrias conexas,1163.408,1583.93
2003,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,81892.06599999999,7999.999
2004,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,78436.59500000002,14052.923
2005,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,78032.91800000002,1646.653
2006,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,76543.24600000001,24433.233
2007,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,72641.746,14926.147
2008,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,74623.743,21162.227
2009,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,74292.061,9929.728
2010,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,71262.529,19428.083
2011,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,72799.335,21441.706
2012,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,65258.309,28700.173
2013,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,72935.82600000002,16494.522
2014,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,67706.06,24073.478000000003
2015,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,59784.393,26121.706
2016,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,58422.757,7627.096
2017,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,32866.087,20203.576
2018,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,40549.061,40549.061
2019,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,29870.075,27028.064
2020,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,30278.235,29111.004
2021,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,40672.238,39424.939
2022,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,43488.604,38080.773
2023,20,Oaxaca,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,42994.615,29720.758
2003,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2576.146,1979.466
2004,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2591.432,2003.541
2005,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2785.975,1904.044
2006,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2734.743,2026.401
2007,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2576.351,1963.317
2008,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2479.497,1936.371
2009,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2371.741,1832.437
2010,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2284.644,1546.676
2011,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2391.661,1533.076
2012,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2372.538,1583.32
2013,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2545.148,1830.363
2014,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2500.625,1793.298
2015,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2631.295,2064.795
2016,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2489.119,2033.86
2017,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2421.264,2173.949
2018,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2470.437,2470.437
2019,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2504.931,2562.247
2020,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2464.514,2577.497
2021,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2540.87,2625.224
2022,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2340.504,2621.365
2023,20,Oaxaca,327,Fabricación de productos a base de minerales no metálicos,2448.878,2779.443
2003,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1263.593,214.447
2004,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1324.305,262.891
2005,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1351.082,270.552
2006,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1366.961,360.828
2007,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1568.875,420.805
2008,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1576.65,555.006
2009,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1488.88,556.525
2010,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1608.5159999999998,642.849
2011,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1829.619,736.719
2012,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,1532.243,672.2760000000001
2013,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,936.073,425.924
2014,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,918.867,412.385
2015,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,872.662,515.758
2016,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,941.015,543.0609999999999
2017,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,733.917,553.65
2018,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,661.2539999999999,661.2539999999999
2019,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,654.657,649.456
2020,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,569.769,610.815
2021,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,617.342,716.994
2022,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,562.669,739.066
2023,20,Oaxaca,331-332,Industrias metálicas básicas; Fabricación de productos metálicos,572.489,735.093
2003,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",118.875,35.28
2004,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",107.808,35.907
2005,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",118.854,39.175
2006,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",126.895,45.559000000000005
2007,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",135.894,49.305
2008,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",138.117,56.122
2009,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",112.566,53.071
2010,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",305.70500000000004,132.471
2011,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",307.484,177.335
2012,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",178.029,107.78
2013,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",132.919,88.23
2014,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",84.003,58.319
2015,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",157.013,122.036
2016,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",105.723,91.601
2017,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",75.07300000000001,69.422
2018,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",129.504,129.504
2019,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",126.975,119.806
2020,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",109.256,102.863
2021,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",122.859,123.341
2022,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",118.334,139.81
2023,20,Oaxaca,333-336,"Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte",138.697,144.436
2003,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",877.096,356.275
2004,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",825.074,278.978
2005,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",881.726,292.005
2006,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",828.984,384.354
2007,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",816.365,381.331
2008,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",817.215,402.632
2009,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",838.617,350.844
2010,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",819.702,384.796
2011,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",834.781,437.305
2012,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",786.608,468.295
2013,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",745.342,410.597
2014,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",668.21,404.435
2015,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",665.78,460.678
2016,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",666.4,390.992
2017,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",497.521,422.633
2018,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",587.293,587.293
2019,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",592.098,584.079
2020,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",576.628,593.286
2021,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",628.061,651.876
2022,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",625.796,699.906
2023,20,Oaxaca,337,"Fabricación de muebles, colchones y persianas",555.975,635.872
2003,20,Oaxaca,339,Otras industrias manufactureras,304.418,86.707
2004,20,Oaxaca,339,Otras industrias manufactureras,274.269,92.99
2005,20,Oaxaca,339,Otras industrias manufactureras,287.212,100.379
2006,20,Oaxaca,339,Otras industrias manufactureras,269.094,124.164
2007,20,Oaxaca,339,Otras industrias manufactureras,252.299,121.252
2008,20,Oaxaca,339,Otras industrias manufactureras,417.181,215.285
2009,20,Oaxaca,339,Otras industrias manufactureras,424.602,229.377
2010,20,Oaxaca,339,Otras industrias manufactureras,373.141,207.702
2011,20,Oaxaca,339,Otras industrias manufactureras,385.651,223.039
2012,20,Oaxaca,339,Otras industrias manufactureras,366.05,227.383
2013,20,Oaxaca,339,Otras industrias manufactureras,351.883,211.289
2014,20,Oaxaca,339,Otras industrias manufactureras,342.875,221.863
2015,20,Oaxaca,339,Otras industrias manufactureras,326.004,237.123
2016,20,Oaxaca,339,Otras industrias manufactureras,476.484,316.053
2017,20,Oaxaca,339,Otras industrias manufactureras,432.188,370.646
2018,20,Oaxaca,339,Otras industrias manufactureras,544.011,544.011
2019,20,Oaxaca,339,Otras industrias manufactureras,551.558,521.847
2020,20,Oaxaca,339,Otras industrias manufactureras,440.135,451.039
2021,20,Oaxaca,339,Otras industrias manufactureras,529.37,570.627
2022,20,Oaxaca,339,Otras industrias manufactureras,542.72,642.174
2023,20,Oaxaca,339,Otras industrias manufactureras,519.981,624.353
2003,20,Oaxaca,4,Actividades terciarias,192564.924,93025.272
2004,20,Oaxaca,4,Actividades terciarias,201025.266,103686.168
2005,20,Oaxaca,4,Actividades terciarias,208991.43100000004,113299.16
2006,20,Oaxaca,4,Actividades terciarias,212960.173,120701.398
2007,20,Oaxaca,4,Actividades terciarias,213091.5160000001,128391.743
2008,20,Oaxaca,4,Actividades terciarias,215789.36,138904.14200000002
