Entidad,Ene-Mar 2003,Abr-Jun 2003,Jul-Sep 2003,Oct-Dic 2003,Ene-Mar 2004,Abr-Jun 2004,Jul-Sep 2004,Oct-Dic 2004,Ene-Mar 2005,Abr-Jun 2005,Jul-Sep 2005,Oct-Dic 2005,Ene-Mar 2006,Abr-Jun 2006,Jul-Sep 2006,Oct-Dic 2006,Ene-Mar 2007,Abr-Jun 2007,Jul-Sep 2007,Oct-Dic 2007,Ene-Mar 2008,Abr-Jun 2008,Jul-Sep 2008,Oct-Dic 2008,Ene-Mar 2009,Abr-Jun 2009,Jul-Sep 2009,Oct-Dic 2009,Ene-Mar 2010,Abr-Jun 2010,Jul-Sep 2010,Oct-Dic 2010,Ene-Mar 2011,Abr-Jun 2011,Jul-Sep 2011,Oct-Dic 2011,Ene-Mar 2012,Abr-Jun 2012,Jul-Sep 2012,Oct-Dic 2012,Ene-Mar 2013,Abr-Jun 2013,Jul-Sep 2013,Oct-Dic 2013,Ene-Mar 2014,Abr-Jun 2014,Jul-Sep 2014,Oct-Dic 2014,Ene-Mar 2015,Abr-Jun 2015,Jul-Sep 2015,Oct-Dic 2015,Ene-Mar 2016,Abr-Jun 2016,Jul-Sep 2016,Oct-Dic 2016,Ene-Mar 2017,Abr-Jun 2017,Jul-Sep 2017,Oct-Dic 2017,Ene-Mar 2018,Abr-Jun 2018,Jul-Sep 2018,Oct-Dic 2018,Ene-Mar 2019,Abr-Jun 2019,Jul-Sep 2019,Oct-Dic 2019,Ene-Mar 2020,Abr-Jun 2020,Jul-Sep 2020,Oct-Dic 2020,Ene-Mar 2021,Abr-Jun 2021,Jul-Sep 2021,Oct-Dic 2021,Ene-Mar 2022,Abr-Jun 2022,Jul-Sep 2022,Oct-Dic 2022,Ene-Mar 2023,Abr-Jun 2023
Estado de México,230.539936,280.813062,288.292634,306.810394,282.174744,382.499286,406.40789,374.706377,353.316424,462.195458,474.129937,475.235833,452.323907,572.874896,544.169394,509.779566,485.458901,562.868224,587.437,531.253997,466.568434,553.871832,531.500707,514.762454,441.988317,446.979778,430.844201,380.956445,384.449525,446.126968,424.433571,382.540027,374.061937,446.50745,448.374961,389.43105,376.174534,446.667497,381.498533,359.443119,331.903351,392.936354,367.092311,341.065783,335.725601,373.950576,370.947774,381.508541,369.496563,397.803929,405.758773,386.271185,380.246305,416.099365,399.236739,411.363873,411.015917,454.871137,449.099086,462.758375,415.699932,510.650986,479.908364,506.08096,454.692733,539.192737,542.113678,518.850335,540.764173,531.925485,692.739268,650.21491,628.804392,783.595872,847.679763,885.381292,774.723374,894.623389,905.74325,940.98662,817.203789,1154.632117
Guanajuato,287.617094,379.542401,388.651614,351.646138,353.03378,483.534595,484.580595,406.838626,392.33254,526.381173,516.795426,469.251554,487.699962,646.07537,629.041514,548.386406,528.828099,658.540633,644.978648,556.64852,521.888589,646.423822,595.887565,553.467821,499.604176,528.186697,497.449346,419.63054,432.708292,555.43487,525.431327,467.757568,473.407937,581.958569,586.858942,513.560984,499.967649,631.737856,515.627049,490.962898,451.988547,568.038775,509.101817,478.453288,489.301022,564.378742,544.258513,498.52459,509.207403,540.962378,612.640704,555.651996,550.737095,628.046406,625.593602,607.76742,606.890752,706.957052,707.483527,752.215419,633.485441,832.054681,773.986701,818.340457,695.519688,863.833258,907.295706,855.263002,822.376244,917.235393,847.868103,881.251117,860.489128,1096.937391,1142.457887,1208.175828,1046.285173,1341.082336,1346.42957,1326.056478,1173.821479,1438.697791
Guerrero,197.847377,223.648921,224.063877,231.888908,220.384882,271.167829,266.850313,259.944533,256.972928,311.275557,300.068699,306.290144,325.599503,391.744265,370.993342,367.384824,345.326848,388.717528,389.353948,366.160628,340.044407,388.750297,351.127713,355.539598,318.984776,310.466495,295.577126,275.232662,277.812721,337.043733,302.864945,283.760301,294.248683,342.19353,329.248807,296.666242,303.945428,343.695823,287.384904,295.984023,281.207033,332.12415,287.889388,304.039006,284.490137,314.669034,317.54148,286.781523,285.092018,338.562815,329.671822,323.359856,333.332683,359.728604,329.315868,347.792122,357.88013,383.998198,361.416262,386.93686,364.211139,437.334064,391.064478,427.589635,397.455765,461.233224,453.136978,444.792949,472.511118,452.071671,485.157348,532.124303,540.754861,660.248827,677.571005,742.566639,666.1023,769.268897,751.763213,767.977006,718.538727,823.226023
Hidalgo,117.105733,160.351797,172.801364,158.189645,138.358326,204.310753,206.17327,176.741566,158.889827,222.40769,225.290386,208.394639,206.825305,277.894417,263.745303,234.381752,238.943793,299.647277,297.253898,256.380843,216.051577,268.612376,245.088292,231.217931,190.999611,206.18567,193.390099,161.490545,155.017108,202.827404,192.742201,164.924964,160.712963,208.562685,213.239847,180.146238,167.143969,220.877129,174.977014,158.490116,133.508795,167.666263,169.482509,159.483138,134.534377,164.486615,190.036415,231.441507,180.901974,182.795332,192.668397,171.329022,166.501813,201.326081,201.094632,194.824008,189.145634,214.627777,214.047672,216.851007,185.076084,249.020659,234.2932,236.575505,201.551704,254.764735,266.991337,239.001048,232.79809,249.956104,277.165444,263.024321,253.341241,325.328211,352.160618,365.653209,348.641347,412.192549,445.218905,467.308398,378.511694,451.480748
Jalisco,281.250256,363.359291,372.259527,318.19603,314.245629,390.997181,383.63512,373.351157,374.553789,438.801235,440.718461,441.666493,451.939595,520.156035,502.423071,500.956259,483.600831,520.484732,511.042103,481.53314,453.315265,507.891534,473.536374,480.050607,455.336461,448.979741,409.868111,380.907527,413.492061,470.306544,444.377379,427.393397,438.073476,486.713776,504.245198,466.753912,463.433926,542.903922,436.403282,440.764401,402.784225,479.929592,438.795989,433.505759,459.307428,489.029332,464.124924,547.391165,539.393226,505.482418,577.650018,551.588566,587.312148,651.80374,636.188315,645.49801,652.44738,720.104671,727.203672,781.686079,710.563998,906.66619,800.339108,887.241055,782.995101,909.420547,942.52946,902.022671,989.676612,1043.213179,1038.707223,1081.595003,1166.857703,1325.768452,1333.4067,1409.267635,1215.896706,1399.757618,1408.984641,1378.96857,1272.93875,1375.047274
Michoacán,394.262648,466.370148,473.919197,452.915835,474.708512,630.28746,615.11904,561.28824,532.102916,652.518102,642.311691,615.468322,595.802813,674.403559,641.418813,592.066993,580.254683,645.131874,635.345714,575.072828,567.874002,656.017447,611.509121,613.461813,563.898794,558.736634,530.29636,479.351725,496.943734,585.31633,549.663212,512.578907,517.729605,584.851277,590.786962,551.688354,539.755424,635.529736,520.026191,514.044621,473.201769,557.019928,508.35662,510.145013,516.399788,560.731383,560.119259,606.776615,602.975084,585.780349,660.354162,638.509941,643.107051,702.605311,682.249263,717.467006,701.993554,761.651733,748.277548,826.010188,731.163441,909.449003,821.890672,943.176484,789.519838,921.337571,959.330475,952.95404,963.23524,1009.032849,995.812279,1087.601526,1047.64241,1273.034789,1290.245382,1373.2023,1171.200291,1363.972621,1370.46196,1381.303864,1219.481572,1381.91536
Morelos,82.044741,96.013322,98.153181,96.952133,90.713322,114.630791,116.514637,111.323602,106.338052,132.154205,132.923178,133.735849,132.137473,155.991541,152.337134,147.53354,145.171812,164.072903,167.240892,158.915595,144.17279,166.053275,157.321029,155.045632,141.65604,143.116216,137.318706,126.030911,131.401951,150.529777,141.443518,131.484404,134.188088,156.873247,156.446669,139.307188,135.54113,161.055754,133.57057,131.098894,117.154089,140.484272,127.82678,129.040172,118.902311,142.856163,132.140001,133.764576,127.785464,164.92858,143.096188,137.868713,138.65475,151.542324,144.478607,146.854924,147.793798,165.125324,164.634311,165.06314,147.08019,181.118847,169.071038,179.013386,159.871431,186.638846,187.621802,176.104167,178.339289,174.197982,196.719942,207.641795,201.892021,252.773931,274.447383,277.962766,236.145567,275.083683,290.160247,298.320315,256.985392,294.18098
Nayarit,48.262741,58.629448,61.635146,58.999913,53.493902,70.016396,72.757171,66.13515,64.418099,77.864459,81.189178,79.214414,76.327506,92.507627,93.288469,86.117981,82.454497,96.057345,102.595151,94.053537,83.370589,98.071539,97.340896,97.667024,84.883811,86.903391,90.503315,79.33912,74.569625,88.565418,89.896612,84.365909,80.694252,89.944954,98.257095,87.459307,80.129971,93.221182,84.208192,81.958126,71.160709,84.916425,85.093389,79.907702,78.817675,89.246136,96.91619,96.793399,88.699057,89.409451,112.555954,101.766226,95.315997,110.715232,118.053837,113.280083,106.466528,121.942084,132.930872,134.638946,111.738088,144.332669,140.371276,151.086693,124.421495,150.568407,160.095303,149.228816,148.804379,162.138239,178.973074,182.854478,178.419674,220.682828,223.286692,231.712763,188.184167,223.177519,224.797524,227.541963,195.175782,226.872777
Nuevo León,32.258613,44.304939,56.301034,56.304937,57.909938,80.149377,81.896209,75.894535,57.843475,74.990513,74.218039,76.931332,78.493204,91.893941,88.952674,83.212815,74.16407,86.00453,85.713653,81.182692,74.958651,88.178561,81.286976,79.345153,74.515238,76.536452,74.531058,67.408666,67.018798,75.023782,72.399223,69.541079,67.995194,81.440542,82.314889,77.172562,80.001411,92.764815,86.551878,80.707694,149.540901,156.023029,148.156864,143.43157,139.814885,157.437309,158.131764,159.088057,148.324093,170.737346,169.398491,160.161559,158.185441,166.930768,158.829168,172.012653,202.855504,222.080393,220.750255,232.916363,213.526145,262.1962,238.470987,239.854131,217.03409,255.836455,251.510791,235.840208,232.641621,247.228938,275.233976,269.318377,262.362326,335.793175,358.550097,358.077057,309.274702,379.531239,384.75536,381.905547,341.796881,376.325369
Oaxaca,160.901298,202.42925,216.903624,206.883126,185.442151,258.852212,269.056272,235.508429,215.424785,283.318899,296.31752,285.187454,287.948943,374.235849,363.35904,334.635326,328.585856,395.686058,424.500643,368.635773,328.682161,402.004822,395.718874,395.841991,324.580289,344.670503,339.918865,289.297862,281.153907,362.386663,350.226325,302.771969,300.907611,378.281088,404.242965,343.953156,319.067699,419.334641,327.556351,300.261987,263.02535,319.247541,292.96034,275.634272,280.008311,307.709613,312.446947,314.628962,307.590862,301.886764,344.070572,309.401402,324.649478,361.734408,361.744976,372.06649,377.10891,385.580559,379.659897,391.84771,367.905862,475.911408,427.523586,465.502416,399.773489,472.697297,502.183108,448.747978,484.279696,419.581761,502.451159,491.252935,496.052179,600.158099,633.726436,674.892897,625.165135,744.899365,772.79515,760.564876,707.553656,811.294163
