PERIODO,CVE_ENT,ENTIDAD,VALOR_USD
2019-10-01,6,Colima,82436022
2019-10-01,7,Chiapas,243246563
2019-10-01,8,Chihuahua,283381430
2019-10-01,9,Ciudad de México,449808916
2019-10-01,10,Durango,233271983
2019-10-01,11,Guanajuato,876777856
2019-10-01,12,Guerrero,458679846
2019-10-01,13,Hidalgo,246436743
2019-10-01,14,Jalisco,913672269
2019-10-01,15,Estado de México,534848551
2019-10-01,16,Michoacán,981377611
2019-10-01,17,Morelos,181586918
2019-10-01,18,Nayarit,153644168
2019-10-01,19,Nuevo León,239893812
2019-10-01,20,Oaxaca,462819327
2019-10-01,21,Puebla,458736004
2019-10-01,22,Querétaro,183756626
2019-10-01,23,Quintana Roo,47795709
2019-10-01,24,San Luis Potosí,352909004
2019-10-01,25,Sinaloa,250892638
2019-10-01,26,Sonora,152592981
2019-10-01,27,Tabasco,51101297
2019-10-01,28,Tamaulipas,222762412
2019-10-01,29,Tlaxcala,63388540
2019-10-01,30,Veracruz,384864889
2019-10-01,31,Yucatán,58873208
2019-10-01,32,Zacatecas,290710462
2020-01-01,1,Aguascalientes,131517236
2020-01-01,2,Baja California,257224589
2020-01-01,3,Baja California Sur,22267807
2020-01-01,4,Campeche,24645626
2020-01-01,5,Coahuila,165426805
2020-01-01,6,Colima,85643636
2020-01-01,7,Chiapas,258095688
2020-01-01,8,Chihuahua,288995107
2020-01-01,9,Ciudad de México,491997464
2020-01-01,10,Durango,221301128
2020-01-01,11,Guanajuato,839525735
2020-01-01,12,Guerrero,486921461
2020-01-01,13,Hidalgo,239891688
2020-01-01,14,Jalisco,1007762895
2020-01-01,15,Estado de México,557085331
2020-01-01,16,Michoacán,991124651
2020-01-01,17,Morelos,183771413
2020-01-01,18,Nayarit,153024881
2020-01-01,19,Nuevo León,232194481
2020-01-01,20,Oaxaca,499134883
2020-01-01,21,Puebla,454025802
2020-01-01,22,Querétaro,182661298
2020-01-01,23,Quintana Roo,45789480
2020-01-01,24,San Luis Potosí,335809508
2020-01-01,25,Sinaloa,245728273
2020-01-01,26,Sonora,159014843
2020-01-01,27,Tabasco,60773497
2020-01-01,28,Tamaulipas,210948562
2020-01-01,29,Tlaxcala,55284191
2020-01-01,30,Veracruz,379424114
2020-01-01,31,Yucatán,60089377
2020-01-01,32,Zacatecas,300138185
2020-04-01,1,Aguascalientes,139349798
2020-04-01,2,Baja California,338111357
2020-04-01,3,Baja California Sur,25122960
2020-04-01,4,Campeche,26201005
2020-04-01,5,Coahuila,188899441
2020-04-01,6,Colima,89132944
2020-04-01,7,Chiapas,263659501
2020-04-01,8,Chihuahua,357254362
2020-04-01,9,Ciudad de México,510131176
2020-04-01,10,Durango,248427407
2020-04-01,11,Guanajuato,937053280
2020-04-01,12,Guerrero,466276312
2020-04-01,13,Hidalgo,257769344
2020-04-01,14,Jalisco,1060550792
2020-04-01,15,Estado de México,548383004
2020-04-01,16,Michoacán,1039669003
2020-04-01,17,Morelos,179658339
2020-04-01,18,Nayarit,167038589
2020-04-01,19,Nuevo León,252284190
2020-04-01,20,Oaxaca,432797242
2020-04-01,21,Puebla,417753572
2020-04-01,22,Querétaro,200606268
2020-04-01,23,Quintana Roo,44340415
2020-04-01,24,San Luis Potosí,379395736
2020-04-01,25,Sinaloa,284199973
2020-04-01,26,Sonora,188743456
2020-04-01,27,Tabasco,57961160
2020-04-01,28,Tamaulipas,245381200
2020-04-01,29,Tlaxcala,56768676
2020-04-01,30,Veracruz,390289763
2020-04-01,31,Yucatán,46784877
2020-04-01,32,Zacatecas,315106699
2020-07-01,1,Aguascalientes,139020514
2020-07-01,2,Baja California,315498524
2020-07-01,3,Baja California Sur,34594857
2020-07-01,4,Campeche,36593388
2020-07-01,5,Coahuila,188909082
2020-07-01,6,Colima,88738620
2020-07-01,7,Chiapas,328723363
2020-07-01,8,Chihuahua,322906901
2020-07-01,9,Ciudad de México,598327343
2020-07-01,10,Durango,254971796
2020-07-01,11,Guanajuato,870975657
2020-07-01,12,Guerrero,502299620
2020-07-01,13,Hidalgo,286882479
2020-07-01,14,Jalisco,1057441395
2020-07-01,15,Estado de México,716782403
2020-07-01,16,Michoacán,1030011283
2020-07-01,17,Morelos,203569404
2020-07-01,18,Nayarit,185178865
2020-07-01,19,Nuevo León,283489975
2020-07-01,20,Oaxaca,520210205
2020-07-01,21,Puebla,556928783
2020-07-01,22,Querétaro,224187532
2020-07-01,23,Quintana Roo,91211370
2020-07-01,24,San Luis Potosí,373271992
2020-07-01,25,Sinaloa,269204449
2020-07-01,26,Sonora,195265873
2020-07-01,27,Tabasco,89602077
2020-07-01,28,Tamaulipas,268304899
2020-07-01,29,Tlaxcala,73206947
2020-07-01,30,Veracruz,464001948
2020-07-01,31,Yucatán,76962034
2020-07-01,32,Zacatecas,309892720
2020-10-01,1,Aguascalientes,146744625
2020-10-01,2,Baja California,304751556
2020-10-01,3,Baja California Sur,29125271
2020-10-01,4,Campeche,31654158
2020-10-01,5,Coahuila,191299078
2020-10-01,6,Colima,95872613
2020-10-01,7,Chiapas,330614556
2020-10-01,8,Chihuahua,314945645
2020-10-01,9,Ciudad de México,593791230
2020-10-01,10,Durango,262520297
2020-10-01,11,Guanajuato,904995544
2020-10-01,12,Guerrero,551210402
2020-10-01,13,Hidalgo,272453135
2020-10-01,14,Jalisco,1103949688
2020-10-01,15,Estado de México,673007641
2020-10-01,16,Michoacán,1125181448
2020-10-01,17,Morelos,215072615
2020-10-01,18,Nayarit,189050392
2020-10-01,19,Nuevo León,276556422
2020-10-01,20,Oaxaca,508959257
2020-10-01,21,Puebla,504914695
2020-10-01,22,Querétaro,216946714
2020-10-01,23,Quintana Roo,65884180
2020-10-01,24,San Luis Potosí,382419552
2020-10-01,25,Sinaloa,272798629
2020-10-01,26,Sonora,185594945
2020-10-01,27,Tabasco,80426395
2020-10-01,28,Tamaulipas,247921043
2020-10-01,29,Tlaxcala,67139972
2020-10-01,30,Veracruz,433724637
2020-10-01,31,Yucatán,67903294
2020-10-01,32,Zacatecas,316995607
2021-01-01,1,Aguascalientes,144694770
2021-01-01,2,Baja California,303932483
2021-01-01,3,Baja California Sur,28878495
2021-01-01,4,Campeche,30316818
2021-01-01,5,Coahuila,189834116
2021-01-01,6,Colima,98987386
2021-01-01,7,Chiapas,357396348
2021-01-01,8,Chihuahua,344344956
2021-01-01,9,Ciudad de México,628771132
2021-01-01,10,Durango,254572989
2021-01-01,11,Guanajuato,883929565
2021-01-01,12,Guerrero,559459139
2021-01-01,13,Hidalgo,261818801
2021-01-01,14,Jalisco,1192904640
2021-01-01,15,Estado de México,650274759
2021-01-01,16,Michoacán,1082087971
2021-01-01,17,Morelos,208867658
2021-01-01,18,Nayarit,184369804
2021-01-01,19,Nuevo León,267977252
2021-01-01,20,Oaxaca,513246577
2021-01-01,21,Puebla,452570257
2021-01-01,22,Querétaro,199071522
2021-01-01,23,Quintana Roo,67279636
2021-01-01,24,San Luis Potosí,349717283
2021-01-01,25,Sinaloa,275920096
2021-01-01,26,Sonora,190777423
2021-01-01,27,Tabasco,89543622
2021-01-01,28,Tamaulipas,243056199
2021-01-01,29,Tlaxcala,61215558
2021-01-01,30,Veracruz,414639026
2021-01-01,31,Yucatán,67885266
2021-01-01,32,Zacatecas,333662160
2021-04-01,1,Aguascalientes,184070739
2021-04-01,2,Baja California,355913111
2021-04-01,3,Baja California Sur,33181994
2021-04-01,4,Campeche,38790430
2021-04-01,5,Coahuila,237284507
2021-04-01,6,Colima,113577936
2021-04-01,7,Chiapas,460947779
2021-04-01,8,Chihuahua,422325994
2021-04-01,9,Ciudad de México,740012491
2021-04-01,10,Durango,335161348
2021-04-01,11,Guanajuato,1129630381
2021-04-01,12,Guerrero,684974471
2021-04-01,13,Hidalgo,337394438
2021-04-01,14,Jalisco,1356191213
2021-04-01,15,Estado de México,812437368
2021-04-01,16,Michoacán,1319442963
2021-04-01,17,Morelos,262154407
2021-04-01,18,Nayarit,228044038
2021-04-01,19,Nuevo León,345343797
2021-04-01,20,Oaxaca,622666249
2021-04-01,21,Puebla,545517808
2021-04-01,22,Querétaro,262913054
2021-04-01,23,Quintana Roo,82197876
2021-04-01,24,San Luis Potosí,457927280
2021-04-01,25,Sinaloa,312499148
2021-04-01,26,Sonora,233760638
2021-04-01,27,Tabasco,112595472
2021-04-01,28,Tamaulipas,305857710
2021-04-01,29,Tlaxcala,81791485
2021-04-01,30,Veracruz,525557018
2021-04-01,31,Yucatán,86144319
2021-04-01,32,Zacatecas,424103968
2021-07-01,1,Aguascalientes,186543674
2021-07-01,2,Baja California,362158323
2021-07-01,3,Baja California Sur,32949292
2021-07-01,4,Campeche,40916274
2021-07-01,5,Coahuila,247536673
2021-07-01,6,Colima,112763322
2021-07-01,7,Chiapas,541594902
2021-07-01,8,Chihuahua,430940881
2021-07-01,9,Ciudad de México,796218218
2021-07-01,10,Durango,339461896
2021-07-01,11,Guanajuato,1152164518
2021-07-01,12,Guerrero,687271167
2021-07-01,13,Hidalgo,356822172
2021-07-01,14,Jalisco,1333587478
2021-07-01,15,Estado de México,859223080
2021-07-01,16,Michoacán,1307481115
2021-07-01,17,Morelos,278270790
2021-07-01,18,Nayarit,225071746
2021-07-01,19,Nuevo León,359827036
2021-07-01,20,Oaxaca,642873717
2021-07-01,21,Puebla,571945194
2021-07-01,22,Querétaro,289465245
2021-07-01,23,Quintana Roo,81742153
2021-07-01,24,San Luis Potosí,463981541
2021-07-01,25,Sinaloa,298001486
2021-07-01,26,Sonora,227553848
2021-07-01,27,Tabasco,121484400
2021-07-01,28,Tamaulipas,307516208
2021-07-01,29,Tlaxcala,91960801
2021-07-01,30,Veracruz,564951730
2021-07-01,31,Yucatán,91509205
2021-07-01,32,Zacatecas,425202597
2021-10-01,1,Aguascalientes,195681652
2021-10-01,2,Baja California,353938235
2021-10-01,3,Baja California Sur,32963796
2021-10-01,4,Campeche,40882870
2021-10-01,5,Coahuila,249949293
2021-10-01,6,Colima,119139420
2021-10-01,7,Chiapas,575588047
2021-10-01,8,Chihuahua,399833344
2021-10-01,9,Ciudad de México,835275330
2021-10-01,10,Durango,343448231
2021-10-01,11,Guanajuato,1214598570
2021-10-01,12,Guerrero,750346742
2021-10-01,13,Hidalgo,369363149
2021-10-01,14,Jalisco,1402939292
2021-10-01,15,Estado de México,894101752
2021-10-01,16,Michoacán,1385199178
2021-10-01,17,Morelos,280418930
2021-10-01,18,Nayarit,232966910
2021-10-01,19,Nuevo León,357109007
2021-10-01,20,Oaxaca,682070949
2021-10-01,21,Puebla,614580170
2021-10-01,22,Querétaro,277254484
2021-10-01,23,Quintana Roo,84774895
2021-10-01,24,San Luis Potosí,486671801
2021-10-01,25,Sinaloa,300373133
2021-10-01,26,Sonora,230961173
2021-10-01,27,Tabasco,116425519
2021-10-01,28,Tamaulipas,295327864
2021-10-01,29,Tlaxcala,89375730
2021-10-01,30,Veracruz,574280918
2021-10-01,31,Yucatán,96352416
2021-10-01,32,Zacatecas,428999568
2022-01-01,1,Aguascalientes,175249628
2022-01-01,2,Baja California,309260619
2022-01-01,3,Baja California Sur,31887682
2022-01-01,4,Campeche,34195030
2022-01-01,5,Coahuila,222282803
2022-01-01,6,Colima,107578631
2022-01-01,7,Chiapas,609332629
2022-01-01,8,Chihuahua,342722999
2022-01-01,9,Ciudad de México,689858882
2022-01-01,10,Durango,278508421
2022-01-01,11,Guanajuato,1048754561
2022-01-01,12,Guerrero,673054685
2022-01-01,13,Hidalgo,352088033
2022-01-01,14,Jalisco,1208633709
2022-01-01,15,Estado de México,781895946
2022-01-01,16,Michoacán,1180876005
2022-01-01,17,Morelos,238124359
2022-01-01,18,Nayarit,188982484
2022-01-01,19,Nuevo León,309918491
2022-01-01,20,Oaxaca,631722606
2022-01-01,21,Puebla,580286734
2022-01-01,22,Querétaro,245001575
2022-01-01,23,Quintana Roo,85333587
2022-01-01,24,San Luis Potosí,413717598
2022-01-01,25,Sinaloa,280636597
2022-01-01,26,Sonora,207072219
2022-01-01,27,Tabasco,98728579
2022-01-01,28,Tamaulipas,239250156
2022-01-01,29,Tlaxcala,73837500
2022-01-01,30,Veracruz,489192272
2022-01-01,31,Yucatán,85414796
2022-01-01,32,Zacatecas,362265802
2022-04-01,1,Aguascalientes,219362255
2022-04-01,2,Baja California,354929024
2022-04-01,3,Baja California Sur,39835196
2022-04-01,4,Campeche,41871326
2022-04-01,5,Coahuila,266098531
2022-04-01,6,Colima,109539077
2022-04-01,7,Chiapas,772546971
2022-04-01,8,Chihuahua,428479939
2022-04-01,9,Ciudad de México,814125420
2022-04-01,10,Durango,349150229
2022-04-01,11,Guanajuato,1321902380
2022-04-01,12,Guerrero,778620776
2022-04-01,13,Hidalgo,417044683
2022-04-01,14,Jalisco,1393679476
2022-04-01,15,Estado de México,904857202
2022-04-01,16,Michoacán,1378154195
2022-04-01,17,Morelos,277835384
2022-04-01,18,Nayarit,224742311
2022-04-01,19,Nuevo León,378950998
2022-04-01,20,Oaxaca,753967182
2022-04-01,21,Puebla,705303673
2022-04-01,22,Querétaro,312328030
2022-04-01,23,Quintana Roo,95992473
2022-04-01,24,San Luis Potosí,514858661
2022-04-01,25,Sinaloa,321111540
2022-04-01,26,Sonora,239501510
2022-04-01,27,Tabasco,109307080
2022-04-01,28,Tamaulipas,299189998
2022-04-01,29,Tlaxcala,97540430
2022-04-01,30,Veracruz,601533486
2022-04-01,31,Yucatán,98772549
2022-04-01,32,Zacatecas,451915519
2022-07-01,1,Aguascalientes,232453555
2022-07-01,2,Baja California,364657126
2022-07-01,3,Baja California Sur,66634204
2022-07-01,4,Campeche,42860246
2022-07-01,5,Coahuila,277670281
2022-07-01,6,Colima,118812774
2022-07-01,7,Chiapas,857219534
2022-07-01,8,Chihuahua,435342057
2022-07-01,9,Ciudad de México,860321854
2022-07-01,10,Durango,370489522
2022-07-01,11,Guanajuato,1351715995
2022-07-01,12,Guerrero,761440503
2022-07-01,13,Hidalgo,450763823
2022-07-01,14,Jalisco,1409476334
2022-07-01,15,Estado de México,916569087
2022-07-01,16,Michoacán,1386960684
2022-07-01,17,Morelos,293767696
2022-07-01,18,Nayarit,225533451
2022-07-01,19,Nuevo León,383648387
2022-07-01,20,Oaxaca,782755759
2022-07-01,21,Puebla,739058032
2022-07-01,22,Querétaro,329251216
2022-07-01,23,Quintana Roo,100610258
2022-07-01,24,San Luis Potosí,540908577
2022-07-01,25,Sinaloa,303866588
2022-07-01,26,Sonora,231162684
2022-07-01,27,Tabasco,109387127
2022-07-01,28,Tamaulipas,306433268
2022-07-01,29,Tlaxcala,113359061
2022-07-01,30,Veracruz,640889484
2022-07-01,31,Yucatán,104914646
2022-07-01,32,Zacatecas,472633569
2022-10-01,1,Aguascalientes,233098011
2022-10-01,2,Baja California,361941625
2022-10-01,3,Baja California Sur,65824395
2022-10-01,4,Campeche,41596238
2022-10-01,5,Coahuila,295143071
2022-10-01,6,Colima,131900387
2022-10-01,7,Chiapas,951611877
2022-10-01,8,Chihuahua,419381072
2022-10-01,9,Ciudad de México,819895711
2022-10-01,10,Durango,363619226
2022-10-01,11,Guanajuato,1331519807
2022-10-01,12,Guerrero,776956978
2022-10-01,13,Hidalgo,472626066
2022-10-01,14,Jalisco,1377221727
2022-10-01,15,Estado de México,951282036
2022-10-01,16,Michoacán,1394901615
2022-10-01,17,Morelos,301410057
2022-10-01,18,Nayarit,229193105
2022-10-01,19,Nuevo León,382036973
2022-10-01,20,Oaxaca,769496452
2022-10-01,21,Puebla,749118518
2022-10-01,22,Querétaro,316898499
2022-10-01,23,Quintana Roo,109849775
2022-10-01,24,San Luis Potosí,532719201
2022-10-01,25,Sinaloa,311372756
2022-10-01,26,Sonora,232801499
2022-10-01,27,Tabasco,114581792
2022-10-01,28,Tamaulipas,295746892
2022-10-01,29,Tlaxcala,103125819
2022-10-01,30,Veracruz,635827898
2022-10-01,31,Yucatán,107540448
2022-10-01,32,Zacatecas,457308273
2023-01-01,1,Aguascalientes,209204459
2023-01-01,2,Baja California,332869713
2023-01-01,3,Baja California Sur,52724405
2023-01-01,4,Campeche,37559392
2023-01-01,5,Coahuila,253390041
2023-01-01,6,Colima,114862592
2023-01-01,7,Chiapas,962290355
2023-01-01,8,Chihuahua,394834134
2023-01-01,9,Ciudad de México,752989050
2023-01-01,10,Durango,299000963
2023-01-01,11,Guanajuato,1173061217
2023-01-01,12,Guerrero,721681134
2023-01-01,13,Hidalgo,380054536
2023-01-01,14,Jalisco,1261476006
2023-01-01,15,Estado de México,820491843
2023-01-01,16,Michoacán,1222551179
2023-01-01,17,Morelos,257792891
2023-01-01,18,Nayarit,195214277
2023-01-01,19,Nuevo León,337933008
2023-01-01,20,Oaxaca,710657053
2023-01-01,21,Puebla,700346546
2023-01-01,22,Querétaro,271763811
2023-01-01,23,Quintana Roo,93164160
2023-01-01,24,San Luis Potosí,446123990
2023-01-01,25,Sinaloa,268783884
2023-01-01,26,Sonora,211450094
2023-01-01,27,Tabasco,94721861
2023-01-01,28,Tamaulipas,253287781
2023-01-01,29,Tlaxcala,85407712
2023-01-01,30,Veracruz,561975096
2023-01-01,31,Yucatán,98643757
2023-01-01,32,Zacatecas,394008702
2023-04-01,1,Aguascalientes,246882496
2023-04-01,2,Baja California,366903315
2023-04-01,3,Baja California Sur,47875940
2023-04-01,4,Campeche,46110110
2023-04-01,5,Coahuila,267738820
2023-04-01,6,Colima,122731358
2023-04-01,7,Chiapas,1101219559
2023-04-01,8,Chihuahua,418617699
2023-04-01,9,Ciudad de México,887307006
2023-04-01,10,Durango,359601274
2023-04-01,11,Guanajuato,1411259851
2023-04-01,12,Guerrero,826064899
2023-04-01,13,Hidalgo,453009197
2023-04-01,14,Jalisco,1378739207
2023-04-01,15,Estado de México,1158522823
2023-04-01,16,Michoacán,1386533611
2023-04-01,17,Morelos,295120993
2023-04-01,18,Nayarit,227159905
2023-04-01,19,Nuevo León,371593926
2023-04-01,20,Oaxaca,814110246
2023-04-01,21,Puebla,820908110
2023-04-01,22,Querétaro,324993741
2023-04-01,23,Quintana Roo,96838162
2023-04-01,24,San Luis Potosí,540655984
2023-04-01,25,Sinaloa,299759925
2023-04-01,26,Sonora,235533773
2023-04-01,27,Tabasco,104988902
2023-04-01,28,Tamaulipas,289914382
2023-04-01,29,Tlaxcala,105418996
2023-04-01,30,Veracruz,677411639
2023-04-01,31,Yucatán,109597933
2023-04-01,32,Zacatecas,474030380
2023-07-01,1,Aguascalientes,246610948
2023-07-01,2,Baja California,384958171
2023-07-01,3,Baja California Sur,39585259
2023-07-01,4,Campeche,47944523
2023-07-01,5,Coahuila,277173065
2023-07-01,6,Colima,127621006
2023-07-01,7,Chiapas,1194064965
2023-07-01,8,Chihuahua,401775107
2023-07-01,9,Ciudad de México,987946615
2023-07-01,10,Durango,380017100
2023-07-01,11,Guanajuato,1438283042
2023-07-01,12,Guerrero,831907612
2023-07-01,13,Hidalgo,480119058
2023-07-01,14,Jalisco,1382039152
2023-07-01,15,Estado de México,1260378090
2023-07-01,16,Michoacán,1386980377
2023-07-01,17,Morelos,311185053
2023-07-01,18,Nayarit,228863855
2023-07-01,19,Nuevo León,389030422
2023-07-01,20,Oaxaca,869043237
2023-07-01,21,Puebla,839429341
2023-07-01,22,Querétaro,337330711
2023-07-01,23,Quintana Roo,104012107
2023-07-01,24,San Luis Potosí,560869005
2023-07-01,25,Sinaloa,276074603
2023-07-01,26,Sonora,237950634
2023-07-01,27,Tabasco,118271841
2023-07-01,28,Tamaulipas,291363810
2023-07-01,29,Tlaxcala,118461276
2023-07-01,30,Veracruz,698752545
2023-07-01,31,Yucatán,117227592
2023-07-01,32,Zacatecas,488014393
2023-10-01,1,Aguascalientes,236176086
2023-10-01,2,Baja California,362595252
2023-10-01,3,Baja California Sur,38088946
2023-10-01,4,Campeche,42082176
2023-10-01,5,Coahuila,253534180
2023-10-01,6,Colima,114261324
2023-10-01,7,Chiapas,1109714013
2023-10-01,8,Chihuahua,376651678
2023-10-01,9,Ciudad de México,1239696025
2023-10-01,10,Durango,352417436
2023-10-01,11,Guanajuato,1391865698
2023-10-01,12,Guerrero,802314274
2023-10-01,13,Hidalgo,441594707
2023-10-01,14,Jalisco,1333631096
2023-10-01,15,Estado de México,1114364665
2023-10-01,16,Michoacán,1413516433
2023-10-01,17,Morelos,284975840
2023-10-01,18,Nayarit,223590958
2023-10-01,19,Nuevo León,373154693
2023-10-01,20,Oaxaca,820238660
2023-10-01,21,Puebla,784240899
2023-10-01,22,Querétaro,315126134
2023-10-01,23,Quintana Roo,103125860
2023-10-01,24,San Luis Potosí,523875188
2023-10-01,25,Sinaloa,268588934
2023-10-01,26,Sonora,230515128
2023-10-01,27,Tabasco,102118923
2023-10-01,28,Tamaulipas,266297022
2023-10-01,29,Tlaxcala,104909230
2023-10-01,30,Veracruz,635669759
2023-10-01,31,Yucatán,108791975
2023-10-01,32,Zacatecas,460194689
2024-01-01,1,Aguascalientes,204737519
2024-01-01,2,Baja California,318670700
2024-01-01,3,Baja California Sur,34205848
2024-01-01,4,Campeche,36052902
2024-01-01,5,Coahuila,213294860
2024-01-01,6,Colima,105857239
2024-01-01,7,Chiapas,917436472
2024-01-01,8,Chihuahua,321950226
2024-01-01,9,Ciudad de México,1064146312
2024-01-01,10,Durango,281762881
2024-01-01,11,Guanajuato,1175847514
2024-01-01,12,Guerrero,703326040
2024-01-01,13,Hidalgo,374753584
2024-01-01,14,Jalisco,1203688311
2024-01-01,15,Estado de México,1029435760
2024-01-01,16,Michoacán,1221617373
2024-01-01,17,Morelos,249548866
2024-01-01,18,Nayarit,191333679
2024-01-01,19,Nuevo León,323164001
2024-01-01,20,Oaxaca,730435089
2024-01-01,21,Puebla,726187903
2024-01-01,22,Querétaro,264190547
2024-01-01,23,Quintana Roo,95134784
2024-01-01,24,San Luis Potosí,434712036
2024-01-01,25,Sinaloa,227757301
2024-01-01,26,Sonora,196312568
2024-01-01,27,Tabasco,87113122
2024-01-01,28,Tamaulipas,216904558
2024-01-01,29,Tlaxcala,85172936
2024-01-01,30,Veracruz,545067930
2024-01-01,31,Yucatán,104364201
2024-01-01,32,Zacatecas,398459556
2024-04-01,1,Aguascalientes,252712659
2024-04-01,2,Baja California,376692648
2024-04-01,3,Baja California Sur,39162416
2024-04-01,4,Campeche,45241016
2024-04-01,5,Coahuila,250879153
2024-04-01,6,Colima,123407878
2024-04-01,7,Chiapas,1099697280
2024-04-01,8,Chihuahua,388438566
2024-04-01,9,Ciudad de México,1298246592
2024-04-01,10,Durango,365110789
2024-04-01,11,Guanajuato,1492361503
2024-04-01,12,Guerrero,879923717
2024-04-01,13,Hidalgo,478077373
2024-04-01,14,Jalisco,1440052120
2024-04-01,15,Estado de México,1241144802
2024-04-01,16,Michoacán,1462011936
2024-04-01,17,Morelos,303678812
2024-04-01,18,Nayarit,230016950
2024-04-01,19,Nuevo León,395489942
2024-04-01,20,Oaxaca,921711484
2024-04-01,21,Puebla,891327262
2024-04-01,22,Querétaro,340813908
2024-04-01,23,Quintana Roo,108360873
2024-04-01,24,San Luis Potosí,546603179
2024-04-01,25,Sinaloa,255664252
2024-04-01,26,Sonora,223629965
2024-04-01,27,Tabasco,102598192
2024-04-01,28,Tamaulipas,265911806
2024-04-01,29,Tlaxcala,109270581
2024-04-01,30,Veracruz,695882653
2024-04-01,31,Yucatán,118084472
2024-04-01,32,Zacatecas,501642694
2024-07-01,1,Aguascalientes,256627249
2024-07-01,2,Baja California,374184976
2024-07-01,3,Baja California Sur,38579488
2024-07-01,4,Campeche,44990329
2024-07-01,5,Coahuila,246918559
2024-07-01,6,Colima,113860620
2024-07-01,7,Chiapas,1086400143
2024-07-01,8,Chihuahua,396921451
2024-07-01,9,Ciudad de México,1194825393
2024-07-01,10,Durango,374396458
2024-07-01,11,Guanajuato,1520192374
2024-07-01,12,Guerrero,841549918
2024-07-01,13,Hidalgo,480032885
2024-07-01,14,Jalisco,1448236221
2024-07-01,15,Estado de México,1235129700
2024-07-01,16,Michoacán,1479069285
2024-07-01,17,Morelos,299743906
2024-07-01,18,Nayarit,221151575
2024-07-01,19,Nuevo León,320715697
2024-07-01,20,Oaxaca,914500530
2024-07-01,21,Puebla,887903844
2024-07-01,22,Querétaro,347188084
2024-07-01,23,Quintana Roo,98496434
2024-07-01,24,San Luis Potosí,560648814
2024-07-01,25,Sinaloa,224308018
2024-07-01,26,Sonora,217560469
2024-07-01,27,Tabasco,97222255
2024-07-01,28,Tamaulipas,267936000
2024-07-01,29,Tlaxcala,113950969
2024-07-01,30,Veracruz,695706891
2024-07-01,31,Yucatán,118259945
2024-07-01,32,Zacatecas,516085535
2024-10-01,1,Aguascalientes,244101595
2024-10-01,2,Baja California,377585243
2024-10-01,3,Baja California Sur,38001893
2024-10-01,4,Campeche,43012498
2024-10-01,5,Coahuila,240081217
2024-10-01,6,Colima,111987789
2024-10-01,7,Chiapas,1064899971
2024-10-01,8,Chihuahua,370196848
2024-10-01,9,Ciudad de México,1127472808
2024-10-01,10,Durango,349463252
2024-10-01,11,Guanajuato,1456881652
2024-10-01,12,Guerrero,861419067
2024-10-01,13,Hidalgo,451476026
2024-10-01,14,Jalisco,1411121321
2024-10-01,15,Estado de México,1095785573
2024-10-01,16,Michoacán,1483898899
2024-10-01,17,Morelos,291220627
2024-10-01,18,Nayarit,215150161
2024-10-01,19,Nuevo León,315615881
2024-10-01,20,Oaxaca,866808292
2024-10-01,21,Puebla,861373536
2024-10-01,22,Querétaro,324558140
2024-10-01,23,Quintana Roo,93530015
2024-10-01,24,San Luis Potosí,541393325
2024-10-01,25,Sinaloa,208513618
2024-10-01,26,Sonora,207233216
2024-10-01,27,Tabasco,94872564
2024-10-01,28,Tamaulipas,266012680
2024-10-01,29,Tlaxcala,103089687
2024-10-01,30,Veracruz,666027531
2024-10-01,31,Yucatán,113263021
2024-10-01,32,Zacatecas,490549560
2025-01-01,1,Aguascalientes,216615052
2025-01-01,2,Baja California,340163344
2025-01-01,3,Baja California Sur,34211966
2025-01-01,4,Campeche,39669070
2025-01-01,5,Coahuila,201325101
2025-01-01,6,Colima,98470401
2025-01-01,7,Chiapas,971383016
2025-01-01,8,Chihuahua,320892214
2025-01-01,9,Ciudad de México,942873313
2025-01-01,10,Durango,284393357
2025-01-01,11,Guanajuato,1216969375
2025-01-01,12,Guerrero,797985951
2025-01-01,13,Hidalgo,395523388
2025-01-01,14,Jalisco,1248592002
2025-01-01,15,Estado de México,890688557
2025-01-01,16,Michoacán,1267818903
2025-01-01,17,Morelos,263355220
2025-01-01,18,Nayarit,184541358
2025-01-01,19,Nuevo León,270201278
2025-01-01,20,Oaxaca,807635373
2025-01-01,21,Puebla,788559122
2025-01-01,22,Querétaro,278336915
2025-01-01,23,Quintana Roo,84747818
2025-01-01,24,San Luis Potosí,449549621
2025-01-01,25,Sinaloa,175560766
2025-01-01,26,Sonora,178123637
2025-01-01,27,Tabasco,79072740
2025-01-01,28,Tamaulipas,217548092
2025-01-01,29,Tlaxcala,86551540
2025-01-01,30,Veracruz,594452510
2025-01-01,31,Yucatán,107702574
2025-01-01,32,Zacatecas,420216829
2025-04-01,1,Aguascalientes,235940667
2025-04-01,2,Baja California,471473375
2025-04-01,3,Baja California Sur,33994397
2025-04-01,4,Campeche,44114092
2025-04-01,5,Coahuila,210338485
2025-04-01,6,Colima,101898369
2025-04-01,7,Chiapas,1066239021
2025-04-01,8,Chihuahua,328149473
2025-04-01,9,Ciudad de México,816724791
2025-04-01,10,Durango,329148288
2025-04-01,11,Guanajuato,1385690612
2025-04-01,12,Guerrero,856019530
2025-04-01,13,Hidalgo,447423381
2025-04-01,14,Jalisco,1259030656
2025-04-01,15,Estado de México,932648640
2025-04-01,16,Michoacán,1327367867
2025-04-01,17,Morelos,293055187
