PERIODO,CVE_ENT,ENTIDAD,VALOR_USD
2008-07-01,7,Chiapas,225821535
2008-07-01,8,Chihuahua,125970476
2008-07-01,9,Ciudad de México,281736851
2008-07-01,10,Durango,117987832
2008-07-01,11,Guanajuato,623001768
2008-07-01,12,Guerrero,367105522
2008-07-01,13,Hidalgo,256241130
2008-07-01,14,Jalisco,495079887
2008-07-01,15,Estado de México,555692248
2008-07-01,16,Michoacán,639330376
2008-07-01,17,Morelos,164481648
2008-07-01,18,Nayarit,101771308
2008-07-01,19,Nuevo León,84990171
2008-07-01,20,Oaxaca,413717274
2008-07-01,21,Puebla,438283258
2008-07-01,22,Querétaro,115933497
2008-07-01,23,Quintana Roo,26718060
2008-07-01,24,San Luis Potosí,203445904
2008-07-01,25,Sinaloa,122451806
2008-07-01,26,Sonora,79912461
2008-07-01,27,Tabasco,41489709
2008-07-01,28,Tamaulipas,134186358
2008-07-01,29,Tlaxcala,88083030
2008-07-01,30,Veracruz,429868252
2008-07-01,31,Yucatán,35749404
2008-07-01,32,Zacatecas,176665232
2008-10-01,1,Aguascalientes,85024639
2008-10-01,2,Baja California,82823483
2008-10-01,3,Baja California Sur,9582508
2008-10-01,4,Campeche,17898416
2008-10-01,5,Coahuila,69157401
2008-10-01,6,Colima,50390190
2008-10-01,7,Chiapas,194402634
2008-10-01,8,Chihuahua,117552688
2008-10-01,9,Ciudad de México,289395084
2008-10-01,10,Durango,110206060
2008-10-01,11,Guanajuato,578210749
2008-10-01,12,Guerrero,371412017
2008-10-01,13,Hidalgo,241568057
2008-10-01,14,Jalisco,501457615
2008-10-01,15,Estado de México,537758866
2008-10-01,16,Michoacán,640867560
2008-10-01,17,Morelos,161962926
2008-10-01,18,Nayarit,102029281
2008-10-01,19,Nuevo León,82889069
2008-10-01,20,Oaxaca,413559246
2008-10-01,21,Puebla,415276502
2008-10-01,22,Querétaro,111762587
2008-10-01,23,Quintana Roo,24252088
2008-10-01,24,San Luis Potosí,195290167
2008-10-01,25,Sinaloa,123401551
2008-10-01,26,Sonora,69772663
2008-10-01,27,Tabasco,36362542
2008-10-01,28,Tamaulipas,122115450
2008-10-01,29,Tlaxcala,79705122
2008-10-01,30,Veracruz,404911471
2008-10-01,31,Yucatán,33123199
2008-10-01,32,Zacatecas,173387086
2009-01-01,1,Aguascalientes,77788498
2009-01-01,2,Baja California,76934861
2009-01-01,3,Baja California Sur,8500549
2009-01-01,4,Campeche,15413823
2009-01-01,5,Coahuila,63274470
2009-01-01,6,Colima,47253431
2009-01-01,7,Chiapas,158265628
2009-01-01,8,Chihuahua,111980251
2009-01-01,9,Ciudad de México,258123877
2009-01-01,10,Durango,101619691
2009-01-01,11,Guanajuato,520412150
2009-01-01,12,Guerrero,332287577
2009-01-01,13,Hidalgo,198957781
2009-01-01,14,Jalisco,474311404
2009-01-01,15,Estado de México,460422387
2009-01-01,16,Michoacán,587406218
2009-01-01,17,Morelos,147562793
2009-01-01,18,Nayarit,88421397
2009-01-01,19,Nuevo León,77624652
2009-01-01,20,Oaxaca,338125259
2009-01-01,21,Puebla,353143830
2009-01-01,22,Querétaro,97718816
2009-01-01,23,Quintana Roo,21647578
2009-01-01,24,San Luis Potosí,166746181
2009-01-01,25,Sinaloa,122285646
2009-01-01,26,Sonora,72755739
2009-01-01,27,Tabasco,31713431
2009-01-01,28,Tamaulipas,108841233
2009-01-01,29,Tlaxcala,63344193
2009-01-01,30,Veracruz,355364087
2009-01-01,31,Yucatán,29202547
2009-01-01,32,Zacatecas,160645518
2009-04-01,1,Aguascalientes,78495670
2009-04-01,2,Baja California,86682232
2009-04-01,3,Baja California Sur,8379279
2009-04-01,4,Campeche,15260059
2009-04-01,5,Coahuila,63905987
2009-04-01,6,Colima,43588360
2009-04-01,7,Chiapas,171755266
2009-04-01,8,Chihuahua,110218402
2009-04-01,9,Ciudad de México,259738183
2009-04-01,10,Durango,103267356
2009-04-01,11,Guanajuato,549461797
2009-04-01,12,Guerrero,322989534
2009-04-01,13,Hidalgo,214472990
2009-04-01,14,Jalisco,467042774
2009-04-01,15,Estado de México,464975128
2009-04-01,16,Michoacán,581230352
2009-04-01,17,Morelos,148879700
2009-04-01,18,Nayarit,90401563
2009-04-01,19,Nuevo León,79619423
2009-04-01,20,Oaxaca,358529373
2009-04-01,21,Puebla,375797017
2009-04-01,22,Querétaro,101470368
2009-04-01,23,Quintana Roo,22828060
2009-04-01,24,San Luis Potosí,174822824
2009-04-01,25,Sinaloa,123566911
2009-04-01,26,Sonora,79028611
2009-04-01,27,Tabasco,32079230
2009-04-01,28,Tamaulipas,113682263
2009-04-01,29,Tlaxcala,69885671
2009-04-01,30,Veracruz,358396705
2009-04-01,31,Yucatán,29984311
2009-04-01,32,Zacatecas,160703525
2009-07-01,1,Aguascalientes,70731830
2009-07-01,2,Baja California,89612720
2009-07-01,3,Baja California Sur,8399175
2009-07-01,4,Campeche,14443567
2009-07-01,5,Coahuila,61060384
2009-07-01,6,Colima,41547527
2009-07-01,7,Chiapas,167220419
2009-07-01,8,Chihuahua,105206723
2009-07-01,9,Ciudad de México,253204632
2009-07-01,10,Durango,96941581
2009-07-01,11,Guanajuato,515414696
2009-07-01,12,Guerrero,306248954
2009-07-01,13,Hidalgo,200375351
2009-07-01,14,Jalisco,424665456
2009-07-01,15,Estado de México,446402209
2009-07-01,16,Michoacán,549439760
2009-07-01,17,Morelos,142277030
2009-07-01,18,Nayarit,93767715
2009-07-01,19,Nuevo León,77221654
2009-07-01,20,Oaxaca,352195400
2009-07-01,21,Puebla,368711376
2009-07-01,22,Querétaro,95838366
2009-07-01,23,Quintana Roo,22891833
2009-07-01,24,San Luis Potosí,167594077
2009-07-01,25,Sinaloa,117227445
2009-07-01,26,Sonora,74243861
2009-07-01,27,Tabasco,29685851
2009-07-01,28,Tamaulipas,112301063
2009-07-01,29,Tlaxcala,74588620
2009-07-01,30,Veracruz,338840193
2009-07-01,31,Yucatán,28584560
2009-07-01,32,Zacatecas,144820968
2009-10-01,1,Aguascalientes,66033424
2009-10-01,2,Baja California,81124597
2009-10-01,3,Baja California Sur,7862976
2009-10-01,4,Campeche,12851392
2009-10-01,5,Coahuila,54913849
2009-10-01,6,Colima,38746184
2009-10-01,7,Chiapas,135871577
2009-10-01,8,Chihuahua,96071624
2009-10-01,9,Ciudad de México,231796472
2009-10-01,10,Durango,87339175
2009-10-01,11,Guanajuato,434258402
2009-10-01,12,Guerrero,284821950
2009-10-01,13,Hidalgo,167122339
2009-10-01,14,Jalisco,394175291
2009-10-01,15,Estado de México,394234546
2009-10-01,16,Michoacán,496058070
2009-10-01,17,Morelos,130422458
2009-10-01,18,Nayarit,82105727
2009-10-01,19,Nuevo León,69759396
2009-10-01,20,Oaxaca,299389088
2009-10-01,21,Puebla,329886343
2009-10-01,22,Querétaro,78964400
2009-10-01,23,Quintana Roo,21476064
2009-10-01,24,San Luis Potosí,141638225
2009-10-01,25,Sinaloa,111166581
2009-10-01,26,Sonora,63361887
2009-10-01,27,Tabasco,25330648
2009-10-01,28,Tamaulipas,96047030
2009-10-01,29,Tlaxcala,60937998
2009-10-01,30,Veracruz,293479096
2009-10-01,31,Yucatán,26382313
2009-10-01,32,Zacatecas,129157241
2010-01-01,1,Aguascalientes,69881528
2010-01-01,2,Baja California,79818378
2010-01-01,3,Baja California Sur,8964645
2010-01-01,4,Campeche,13544460
2010-01-01,5,Coahuila,60091619
2010-01-01,6,Colima,42338921
2010-01-01,7,Chiapas,126729033
2010-01-01,8,Chihuahua,101293495
2010-01-01,9,Ciudad de México,232197895
2010-01-01,10,Durango,87429530
2010-01-01,11,Guanajuato,447989730
2010-01-01,12,Guerrero,287648253
2010-01-01,13,Hidalgo,160484861
2010-01-01,14,Jalisco,428082216
2010-01-01,15,Estado de México,397992904
2010-01-01,16,Michoacán,514515172
2010-01-01,17,Morelos,136030825
2010-01-01,18,Nayarit,77212270
2010-01-01,19,Nuevo León,69389154
2010-01-01,20,Oaxaca,291093827
2010-01-01,21,Puebla,313325452
2010-01-01,22,Querétaro,77613792
2010-01-01,23,Quintana Roo,19772407
2010-01-01,24,San Luis Potosí,141783008
2010-01-01,25,Sinaloa,114872176
2010-01-01,26,Sonora,70246657
2010-01-01,27,Tabasco,26628937
2010-01-01,28,Tamaulipas,91103094
2010-01-01,29,Tlaxcala,53932725
2010-01-01,30,Veracruz,290846916
2010-01-01,31,Yucatán,28273647
2010-01-01,32,Zacatecas,141623247
2010-04-01,1,Aguascalientes,81642279
2010-04-01,2,Baja California,94547297
2010-04-01,3,Baja California Sur,8820457
2010-04-01,4,Campeche,15271890
2010-04-01,5,Coahuila,62874401
2010-04-01,6,Colima,46324363
2010-04-01,7,Chiapas,169193907
2010-04-01,8,Chihuahua,109287159
2010-04-01,9,Ciudad de México,275760343
2010-04-01,10,Durango,107105032
2010-04-01,11,Guanajuato,573247942
2010-04-01,12,Guerrero,347855861
2010-04-01,13,Hidalgo,209331675
2010-04-01,14,Jalisco,485392893
2010-04-01,15,Estado de México,460436336
2010-04-01,16,Michoacán,604089788
2010-04-01,17,Morelos,155358367
2010-04-01,18,Nayarit,91405909
2010-04-01,19,Nuevo León,77430441
2010-04-01,20,Oaxaca,374007586
2010-04-01,21,Puebla,386298334
2010-04-01,22,Querétaro,104993560
2010-04-01,23,Quintana Roo,23900634
2010-04-01,24,San Luis Potosí,177123119
2010-04-01,25,Sinaloa,129715332
2010-04-01,26,Sonora,78734288
2010-04-01,27,Tabasco,32082165
2010-04-01,28,Tamaulipas,116424813
2010-04-01,29,Tlaxcala,72149481
2010-04-01,30,Veracruz,358095458
2010-04-01,31,Yucatán,30379153
2010-04-01,32,Zacatecas,163765054
2010-07-01,1,Aguascalientes,78129753
2010-07-01,2,Baja California,95486054
2010-07-01,3,Baja California Sur,8531760
2010-07-01,4,Campeche,14773328
2010-07-01,5,Coahuila,61252781
2010-07-01,6,Colima,45085592
2010-07-01,7,Chiapas,162699992
2010-07-01,8,Chihuahua,103584906
2010-07-01,9,Ciudad de México,270801732
2010-07-01,10,Durango,100940926
2010-07-01,11,Guanajuato,542815577
2010-07-01,12,Guerrero,312884593
2010-07-01,13,Hidalgo,199119065
2010-07-01,14,Jalisco,459077892
2010-07-01,15,Estado de México,438475326
2010-07-01,16,Michoacán,567847456
2010-07-01,17,Morelos,146123026
2010-07-01,18,Nayarit,92870032
2010-07-01,19,Nuevo León,74794283
2010-07-01,20,Oaxaca,361815191
2010-07-01,21,Puebla,374186941
2010-07-01,22,Querétaro,99267717
2010-07-01,23,Quintana Roo,23547006
2010-07-01,24,San Luis Potosí,172394291
2010-07-01,25,Sinaloa,120881912
2010-07-01,26,Sonora,74597681
2010-07-01,27,Tabasco,30037010
2010-07-01,28,Tamaulipas,108068718
2010-07-01,29,Tlaxcala,76395279
2010-07-01,30,Veracruz,334723584
2010-07-01,31,Yucatán,30084557
2010-07-01,32,Zacatecas,153491241
2010-10-01,1,Aguascalientes,73747333
2010-10-01,2,Baja California,89330527
2010-10-01,3,Baja California Sur,8515582
2010-10-01,4,Campeche,13242946
2010-10-01,5,Coahuila,57348440
2010-10-01,6,Colima,43305931
2010-10-01,7,Chiapas,134374464
2010-10-01,8,Chihuahua,96538473
2010-10-01,9,Ciudad de México,252716410
2010-10-01,10,Durango,95845052
2010-10-01,11,Guanajuato,481184038
2010-10-01,12,Guerrero,291907190
2010-10-01,13,Hidalgo,169665779
2010-10-01,14,Jalisco,439633841
2010-10-01,15,Estado de México,393525985
2010-10-01,16,Michoacán,527290037
2010-10-01,17,Morelos,135257607
2010-10-01,18,Nayarit,86789481
2010-10-01,19,Nuevo León,71539383
2010-10-01,20,Oaxaca,311481723
2010-10-01,21,Puebla,341653537
2010-10-01,22,Querétaro,84093825
2010-10-01,23,Quintana Roo,22382730
2010-10-01,24,San Luis Potosí,158433087
2010-10-01,25,Sinaloa,119926928
2010-10-01,26,Sonora,77846767
2010-10-01,27,Tabasco,26188885
2010-10-01,28,Tamaulipas,99677231
2010-10-01,29,Tlaxcala,64377241
2010-10-01,30,Veracruz,293743147
2010-10-01,31,Yucatán,27595070
2010-10-01,32,Zacatecas,141599390
2011-01-01,1,Aguascalientes,71159058
2011-01-01,2,Baja California,91919175
2011-01-01,3,Baja California Sur,8351642
2011-01-01,4,Campeche,13283794
2011-01-01,5,Coahuila,56873279
2011-01-01,6,Colima,45347088
2011-01-01,7,Chiapas,135132862
2011-01-01,8,Chihuahua,100359260
2011-01-01,9,Ciudad de México,258270998
2011-01-01,10,Durango,96067576
2011-01-01,11,Guanajuato,487614593
2011-01-01,12,Guerrero,303081898
2011-01-01,13,Hidalgo,165536764
2011-01-01,14,Jalisco,451220228
2011-01-01,15,Estado de México,385285438
2011-01-01,16,Michoacán,533263474
2011-01-01,17,Morelos,138215100
2011-01-01,18,Nayarit,83116711
2011-01-01,19,Nuevo León,70036451
2011-01-01,20,Oaxaca,309939485
2011-01-01,21,Puebla,341737584
2011-01-01,22,Querétaro,81592044
2011-01-01,23,Quintana Roo,21272871
2011-01-01,24,San Luis Potosí,149350208
2011-01-01,25,Sinaloa,121688639
2011-01-01,26,Sonora,84778051
2011-01-01,27,Tabasco,26242748
2011-01-01,28,Tamaulipas,97987193
2011-01-01,29,Tlaxcala,59065598
2011-01-01,30,Veracruz,300539808
2011-01-01,31,Yucatán,28294273
2011-01-01,32,Zacatecas,146897211
2011-04-01,1,Aguascalientes,81952566
2011-04-01,2,Baja California,104923076
2011-04-01,3,Baja California Sur,9658698
2011-04-01,4,Campeche,16021507
2011-04-01,5,Coahuila,67061222
2011-04-01,6,Colima,47723645
2011-04-01,7,Chiapas,173794666
2011-04-01,8,Chihuahua,112850751
2011-04-01,9,Ciudad de México,307530553
2011-04-01,10,Durango,114191696
2011-04-01,11,Guanajuato,600610718
2011-04-01,12,Guerrero,353158026
2011-04-01,13,Hidalgo,215249386
2011-04-01,14,Jalisco,502315052
2011-04-01,15,Estado de México,460818317
2011-04-01,16,Michoacán,603594210
2011-04-01,17,Morelos,161900993
2011-04-01,18,Nayarit,92827709
2011-04-01,19,Nuevo León,84050767
2011-04-01,20,Oaxaca,390413400
2011-04-01,21,Puebla,407426210
2011-04-01,22,Querétaro,108844670
2011-04-01,23,Quintana Roo,24974407
2011-04-01,24,San Luis Potosí,196318318
2011-04-01,25,Sinaloa,138429385
2011-04-01,26,Sonora,89352700
2011-04-01,27,Tabasco,31742429
2011-04-01,28,Tamaulipas,123467215
2011-04-01,29,Tlaxcala,75261164
2011-04-01,30,Veracruz,364661391
2011-04-01,31,Yucatán,31797808
2011-04-01,32,Zacatecas,173402504
2011-07-01,1,Aguascalientes,84291259
2011-07-01,2,Baja California,110829120
2011-07-01,3,Baja California Sur,10319610
2011-07-01,4,Campeche,16402463
2011-07-01,5,Coahuila,67041115
2011-07-01,6,Colima,49451071
2011-07-01,7,Chiapas,167453653
2011-07-01,8,Chihuahua,113303533
2011-07-01,9,Ciudad de México,322243467
2011-07-01,10,Durango,114858597
2011-07-01,11,Guanajuato,606985506
2011-07-01,12,Guerrero,340541395
2011-07-01,13,Hidalgo,220551980
2011-07-01,14,Jalisco,521537109
2011-07-01,15,Estado de México,463750944
2011-07-01,16,Michoacán,611046992
2011-07-01,17,Morelos,161811728
2011-07-01,18,Nayarit,101626570
2011-07-01,19,Nuevo León,85138388
2011-07-01,20,Oaxaca,418104112
2011-07-01,21,Puebla,409132340
2011-07-01,22,Querétaro,110731693
2011-07-01,23,Quintana Roo,25824540
2011-07-01,24,San Luis Potosí,197933413
2011-07-01,25,Sinaloa,138419846
2011-07-01,26,Sonora,84496839
2011-07-01,27,Tabasco,30805929
2011-07-01,28,Tamaulipas,124689983
2011-07-01,29,Tlaxcala,83066870
2011-07-01,30,Veracruz,351252187
2011-07-01,31,Yucatán,32321847
2011-07-01,32,Zacatecas,171057675
2011-10-01,1,Aguascalientes,78919272
2011-10-01,2,Baja California,102041053
2011-10-01,3,Baja California Sur,9518207
2011-10-01,4,Campeche,13995612
2011-10-01,5,Coahuila,64056214
2011-10-01,6,Colima,47295105
2011-10-01,7,Chiapas,137858366
2011-10-01,8,Chihuahua,106459288
2011-10-01,9,Ciudad de México,301533799
2011-10-01,10,Durango,105101168
2011-10-01,11,Guanajuato,530975442
2011-10-01,12,Guerrero,306714975
2011-10-01,13,Hidalgo,186254933
2011-10-01,14,Jalisco,482580387
2011-10-01,15,Estado de México,402634720
2011-10-01,16,Michoacán,570392788
2011-10-01,17,Morelos,144028138
2011-10-01,18,Nayarit,90426460
2011-10-01,19,Nuevo León,79787509
2011-10-01,20,Oaxaca,355619601
2011-10-01,21,Puebla,359293017
2011-10-01,22,Querétaro,94664247
2011-10-01,23,Quintana Roo,23009585
2011-10-01,24,San Luis Potosí,180111108
2011-10-01,25,Sinaloa,129977692
2011-10-01,26,Sonora,78929791
2011-10-01,27,Tabasco,26581414
2011-10-01,28,Tamaulipas,113707768
2011-10-01,29,Tlaxcala,66136788
2011-10-01,30,Veracruz,298138481
2011-10-01,31,Yucatán,29237134
2011-10-01,32,Zacatecas,154497769
2012-01-01,1,Aguascalientes,81085044
2012-01-01,2,Baja California,100497283
2012-01-01,3,Baja California Sur,9766055
2012-01-01,4,Campeche,13892485
2012-01-01,5,Coahuila,65086202
2012-01-01,6,Colima,47343067
2012-01-01,7,Chiapas,142368886
2012-01-01,8,Chihuahua,111439265
2012-01-01,9,Ciudad de México,297071503
2012-01-01,10,Durango,104078307
2012-01-01,11,Guanajuato,517235953
2012-01-01,12,Guerrero,314448953
2012-01-01,13,Hidalgo,172915275
2012-01-01,14,Jalisco,479437051
2012-01-01,15,Estado de México,389159893
2012-01-01,16,Michoacán,558389091
2012-01-01,17,Morelos,140221659
2012-01-01,18,Nayarit,82897740
2012-01-01,19,Nuevo León,82766798
2012-01-01,20,Oaxaca,330082419
2012-01-01,21,Puebla,346004546
2012-01-01,22,Querétaro,87259158
2012-01-01,23,Quintana Roo,23679961
2012-01-01,24,San Luis Potosí,169755973
2012-01-01,25,Sinaloa,128818831
2012-01-01,26,Sonora,85581827
2012-01-01,27,Tabasco,27995804
2012-01-01,28,Tamaulipas,116113314
2012-01-01,29,Tlaxcala,60217378
2012-01-01,30,Veracruz,298264054
2012-01-01,31,Yucatán,30108133
2012-01-01,32,Zacatecas,158281080
2012-04-01,1,Aguascalientes,100357516
2012-04-01,2,Baja California,121451249
2012-04-01,3,Baja California Sur,10990531
2012-04-01,4,Campeche,16487760
2012-04-01,5,Coahuila,77525922
2012-04-01,6,Colima,52506735
2012-04-01,7,Chiapas,175753826
2012-04-01,8,Chihuahua,134814760
2012-04-01,9,Ciudad de México,310919339
2012-04-01,10,Durango,123900217
2012-04-01,11,Guanajuato,654281356
2012-04-01,12,Guerrero,355962660
2012-04-01,13,Hidalgo,228761928
2012-04-01,14,Jalisco,562274841
2012-04-01,15,Estado de México,462604796
2012-04-01,16,Michoacán,658204373
2012-04-01,17,Morelos,166806601
2012-04-01,18,Nayarit,96547085
2012-04-01,19,Nuevo León,96073232
2012-04-01,20,Oaxaca,434298589
2012-04-01,21,Puebla,414566005
2012-04-01,22,Querétaro,119484218
2012-04-01,23,Quintana Roo,26764131
2012-04-01,24,San Luis Potosí,217019109
2012-04-01,25,Sinaloa,145337512
2012-04-01,26,Sonora,94883671
2012-04-01,27,Tabasco,33447543
2012-04-01,28,Tamaulipas,144113173
2012-04-01,29,Tlaxcala,75484212
2012-04-01,30,Veracruz,362196902
2012-04-01,31,Yucatán,33187013
2012-04-01,32,Zacatecas,194016214
2012-07-01,1,Aguascalientes,85521181
2012-07-01,2,Baja California,127402289
2012-07-01,3,Baja California Sur,10594023
2012-07-01,4,Campeche,14287033
2012-07-01,5,Coahuila,78149528
2012-07-01,6,Colima,44355901
2012-07-01,7,Chiapas,143613672
2012-07-01,8,Chihuahua,123424144
2012-07-01,9,Ciudad de México,249594616
2012-07-01,10,Durango,113203760
2012-07-01,11,Guanajuato,536031516
2012-07-01,12,Guerrero,298787337
2012-07-01,13,Hidalgo,181901562
2012-07-01,14,Jalisco,453689453
2012-07-01,15,Estado de México,396621283
2012-07-01,16,Michoacán,540636904
2012-07-01,17,Morelos,138863783
2012-07-01,18,Nayarit,87554949
2012-07-01,19,Nuevo León,89984652
2012-07-01,20,Oaxaca,340515190
2012-07-01,21,Puebla,349455774
2012-07-01,22,Querétaro,96729383
2012-07-01,23,Quintana Roo,22884084
2012-07-01,24,San Luis Potosí,194188210
2012-07-01,25,Sinaloa,125827583
2012-07-01,26,Sonora,80467452
2012-07-01,27,Tabasco,28219132
2012-07-01,28,Tamaulipas,126805023
2012-07-01,29,Tlaxcala,67503401
2012-07-01,30,Veracruz,286230441
2012-07-01,31,Yucatán,30237311
2012-07-01,32,Zacatecas,165166220
2012-10-01,1,Aguascalientes,78265897
2012-10-01,2,Baja California,133275518
2012-10-01,3,Baja California Sur,11585497
2012-10-01,4,Campeche,13056913
2012-10-01,5,Coahuila,73559430
2012-10-01,6,Colima,42766371
2012-10-01,7,Chiapas,132614810
2012-10-01,8,Chihuahua,114831532
2012-10-01,9,Ciudad de México,193899014
2012-10-01,10,Durango,106237568
2012-10-01,11,Guanajuato,511524494
2012-10-01,12,Guerrero,308381115
2012-10-01,13,Hidalgo,165138477
2012-10-01,14,Jalisco,459214491
2012-10-01,15,Estado de México,374503152
2012-10-01,16,Michoacán,535573426
2012-10-01,17,Morelos,136592598
2012-10-01,18,Nayarit,85394329
2012-10-01,19,Nuevo León,84089075
2012-10-01,20,Oaxaca,312860545
2012-10-01,21,Puebla,346285194
2012-10-01,22,Querétaro,89417006
2012-10-01,23,Quintana Roo,23519959
2012-10-01,24,San Luis Potosí,185739859
2012-10-01,25,Sinaloa,120187900
2012-10-01,26,Sonora,78183431
2012-10-01,27,Tabasco,25802354
2012-10-01,28,Tamaulipas,116839209
2012-10-01,29,Tlaxcala,59614829
2012-10-01,30,Veracruz,273668059
2012-10-01,31,Yucatán,30178345
2012-10-01,32,Zacatecas,161738920
2013-01-01,1,Aguascalientes,70935872
2013-01-01,2,Baja California,142221246
2013-01-01,3,Baja California Sur,10169927
2013-01-01,4,Campeche,12094235
2013-01-01,5,Coahuila,78636967
2013-01-01,6,Colima,43074770
2013-01-01,7,Chiapas,120173352
2013-01-01,8,Chihuahua,125691646
2013-01-01,9,Ciudad de México,311944592
2013-01-01,10,Durango,104577428
2013-01-01,11,Guanajuato,470724077
2013-01-01,12,Guerrero,292874073
2013-01-01,13,Hidalgo,139040495
2013-01-01,14,Jalisco,419239244
2013-01-01,15,Estado de México,345658320
2013-01-01,16,Michoacán,492796309
2013-01-01,17,Morelos,122011547
2013-01-01,18,Nayarit,74110158
2013-01-01,19,Nuevo León,154999869
2013-01-01,20,Oaxaca,273916192
2013-01-01,21,Puebla,317824549
2013-01-01,22,Querétaro,78799285
2013-01-01,23,Quintana Roo,24342070
2013-01-01,24,San Luis Potosí,161678093
2013-01-01,25,Sinaloa,123322958
2013-01-01,26,Sonora,83598474
2013-01-01,27,Tabasco,26684780
2013-01-01,28,Tamaulipas,152013945
2013-01-01,29,Tlaxcala,48157899
2013-01-01,30,Veracruz,247261881
2013-01-01,31,Yucatán,31041700
2013-01-01,32,Zacatecas,146941341
2013-04-01,1,Aguascalientes,84477649
2013-04-01,2,Baja California,164270856
2013-04-01,3,Baja California Sur,11503654
2013-04-01,4,Campeche,15058429
2013-04-01,5,Coahuila,90696362
2013-04-01,6,Colima,51636922
2013-04-01,7,Chiapas,143305481
2013-04-01,8,Chihuahua,142405053
2013-04-01,9,Ciudad de México,393151628
2013-04-01,10,Durango,127080799
2013-04-01,11,Guanajuato,587435448
2013-04-01,12,Guerrero,343459548
2013-04-01,13,Hidalgo,173392490
2013-04-01,14,Jalisco,496230137
2013-04-01,15,Estado de México,406322645
2013-04-01,16,Michoacán,576041756
2013-04-01,17,Morelos,145280963
2013-04-01,18,Nayarit,87814494
2013-04-01,19,Nuevo León,158088616
2013-04-01,20,Oaxaca,330144571
2013-04-01,21,Puebla,379903016
2013-04-01,22,Querétaro,104522802
2013-04-01,23,Quintana Roo,28284861
2013-04-01,24,San Luis Potosí,201640012
2013-04-01,25,Sinaloa,141599781
2013-04-01,26,Sonora,97207770
2013-04-01,27,Tabasco,35167179
2013-04-01,28,Tamaulipas,200123770
2013-04-01,29,Tlaxcala,60605214
2013-04-01,30,Veracruz,300848565
2013-04-01,31,Yucatán,35071655
2013-04-01,32,Zacatecas,181733646
2013-07-01,1,Aguascalientes,80581209
2013-07-01,2,Baja California,163975015
2013-07-01,3,Baja California Sur,10996835
2013-07-01,4,Campeche,14269552
2013-07-01,5,Coahuila,87717666
2013-07-01,6,Colima,47865721
2013-07-01,7,Chiapas,133510405
2013-07-01,8,Chihuahua,137172092
2013-07-01,9,Ciudad de México,379887393
2013-07-01,10,Durango,123384069
2013-07-01,11,Guanajuato,526789996
2013-07-01,12,Guerrero,297932979
2013-07-01,13,Hidalgo,175414489
2013-07-01,14,Jalisco,453553274
2013-07-01,15,Estado de México,379904981
2013-07-01,16,Michoacán,526079583
2013-07-01,17,Morelos,132279057
2013-07-01,18,Nayarit,88063428
2013-07-01,19,Nuevo León,151550058
2013-07-01,20,Oaxaca,303192871
2013-07-01,21,Puebla,350629896
2013-07-01,22,Querétaro,96013826
2013-07-01,23,Quintana Roo,26882023
2013-07-01,24,San Luis Potosí,191531427
2013-07-01,25,Sinaloa,131080227
2013-07-01,26,Sonora,87186927
2013-07-01,27,Tabasco,31110472
2013-07-01,28,Tamaulipas,196723665
2013-07-01,29,Tlaxcala,61752041
2013-07-01,30,Veracruz,270809181
2013-07-01,31,Yucatán,32928123
2013-07-01,32,Zacatecas,169192320
2013-10-01,1,Aguascalientes,80801369
2013-10-01,2,Baja California,156201742
2013-10-01,3,Baja California Sur,14761131
2013-10-01,4,Campeche,15509311
2013-10-01,5,Coahuila,81829215
2013-10-01,6,Colima,47530732
2013-10-01,7,Chiapas,123495554
2013-10-01,8,Chihuahua,128273562
2013-10-01,9,Ciudad de México,359940271
2013-10-01,10,Durango,120823847
2013-10-01,11,Guanajuato,495319992
2013-10-01,12,Guerrero,315762169
2013-10-01,13,Hidalgo,165617859
2013-10-01,14,Jalisco,449173932
2013-10-01,15,Estado de México,353841917
2013-10-01,16,Michoacán,529383989
2013-10-01,17,Morelos,133876228
2013-10-01,18,Nayarit,82886664
2013-10-01,19,Nuevo León,147096175
2013-10-01,20,Oaxaca,286320109
2013-10-01,21,Puebla,335722446
2013-10-01,22,Querétaro,146625277
2013-10-01,23,Quintana Roo,25070365
2013-10-01,24,San Luis Potosí,178105510
2013-10-01,25,Sinaloa,125030107
2013-10-01,26,Sonora,85658683
2013-10-01,27,Tabasco,28554006
2013-10-01,28,Tamaulipas,183921945
2013-10-01,29,Tlaxcala,54588386
2013-10-01,30,Veracruz,246854429
2013-10-01,31,Yucatán,31021073
2013-10-01,32,Zacatecas,159415407
2014-01-01,1,Aguascalientes,79194217
2014-01-01,2,Baja California,149441377
2014-01-01,3,Baja California Sur,10452928
2014-01-01,4,Campeche,12823638
2014-01-01,5,Coahuila,82711347
2014-01-01,6,Colima,47119522
2014-01-01,7,Chiapas,130227754
2014-01-01,8,Chihuahua,137138585
2014-01-01,9,Ciudad de México,421770333
2014-01-01,10,Durango,110829242
2014-01-01,11,Guanajuato,508357288
2014-01-01,12,Guerrero,296634237
2014-01-01,13,Hidalgo,140227832
2014-01-01,14,Jalisco,477381717
2014-01-01,15,Estado de México,349965493
2014-01-01,16,Michoacán,538014140
2014-01-01,17,Morelos,123960433
2014-01-01,18,Nayarit,82131483
2014-01-01,19,Nuevo León,144649949
2014-01-01,20,Oaxaca,291972113
2014-01-01,21,Puebla,322016025
2014-01-01,22,Querétaro,86125825
