Municipio,Ene-Mar 2013,Abr-Jun 2013,Jul-Sep 2013,Oct-Dic 2013,Ene-Mar 2014,Abr-Jun 2014,Jul-Sep 2014,Oct-Dic 2014,Ene-Mar 2015,Abr-Jun 2015,Jul-Sep 2015,Oct-Dic 2015,Ene-Mar 2016,Abr-Jun 2016,Jul-Sep 2016,Oct-Dic 2016,Ene-Mar 2017,Abr-Jun 2017,Jul-Sep 2017,Oct-Dic 2017,Ene-Mar 2018,Abr-Jun 2018,Jul-Sep 2018,Oct-Dic 2018,Ene-Mar 2019,Abr-Jun 2019,Jul-Sep 2019,Oct-Dic 2019,Ene-Mar 2020,Abr-Jun 2020,Jul-Sep 2020,Oct-Dic 2020,Ene-Mar 2021,Abr-Jun 2021,Jul-Sep 2021,Oct-Dic 2021,Ene-Mar 2022,Abr-Jun 2022,Jul-Sep 2022,Oct-Dic 2022,Ene-Mar 2023,Abr-Jun 2023,Jul-Sep 2023,Oct-Dic 2023,Ene-Mar 2024,Abr-Jun 2024
  ⚬ Tapilula,0.273457,0.340758,0.321386,0.275635,0.321839,0.3567,0.298657,0.384596,0.462254,0.543603,0.628059,0.618304,0.458777,0.422389,0.722219,0.733355,0.984079,1.088243,0.996678,1.031371,1.151199,1.509129,1.487189,1.5613,1.651161,1.949923,1.958894,1.709094,1.513265,1.772413,1.91327,2.270776,2.44066,3.108296,3.336964,3.721224,4.130943,5.94067,9.491357,10.574189,12.297401,14.243742,14.563974,12.679726,10.399993,12.814353
  ⚬ Tecpatán,1.699727,1.964391,1.567003,1.281724,1.260633,1.497601,0.992663,1.233846,1.346274,1.386896,1.506562,1.546435,1.281739,1.154969,1.136002,1.153223,1.819221,1.931887,1.903362,2.085527,2.017298,2.396615,2.49,2.575858,2.915506,3.394308,3.372215,3.360095,3.406893,3.269732,3.154261,3.546493,3.812612,5.406301,6.564515,7.746809,8.167896,10.554604,11.583087,12.123336,12.047578,12.097848,12.0577,10.854756,9.312154,11.199878
  ⚬ Tenejapa,0.000317,0,0,0,0,0,0,0,0.000015,0,0,0.000055,0.000004,0.000004,0,0,0,0,0.003369,0.00223,0.001038,0.008732,0.016354,0.014833,0.015175,0.029772,0.032764,0.047185,0.171311,0.125991,0.200116,0.139321,0.259713,0.404134,0.513911,0.671561,0.983155,1.6458,0.001295,0.003077,0.064748,0.010003,0.013749,0.027062,0.020338,0.022993
  ⚬ Teopisca,0.2735,0.382664,0.348626,0.242367,0.28769,0.425079,0.397167,0.347963,0.391829,0.458939,0.63737,0.56056,0.538011,0.798196,0.964483,0.959935,0.861414,1.194794,1.766286,1.330924,1.159195,1.623083,1.869561,1.720136,1.576829,2.53654,2.831396,2.163973,2.043396,2.462632,3.786768,3.426718,3.926281,6.07184,7.470599,7.426495,7.064242,9.870611,8.185266,9.392748,9.091299,11.291065,12.379537,11.265497,9.78099,12.498065
  ⚬ Tila,0.006417,0.011704,0.009678,0.011045,0.009929,0.013016,0.009121,0.013807,0.011409,0.011803,0.012291,0.006574,0,0,0,0,0,0,0,0,0,0,0.003115,0.000271,0.010289,0.025355,0.120986,0.153319,0.11376,0.158453,0.10479,0.093859,0.093482,0.144703,0.120617,0.15693,0.18869,0.280268,0,0,0,0,0,0,0,0
  ⚬ Tonalá,2.728688,4.087887,3.004758,2.57387,2.980605,3.177863,1.872369,2.400456,2.511786,2.614114,2.574799,2.735416,2.429694,2.038589,2.067184,2.038578,2.311015,2.368675,2.437208,2.427824,2.325074,2.872188,2.629427,2.667469,2.715746,3.376439,2.801918,2.727528,2.46709,2.058094,5.427599,3.096399,2.923918,3.953582,5.334318,5.559426,9.386606,6.257226,4.457053,6.920186,4.619008,4.835756,6.89377,9.10905,6.847163,6.569214
  ⚬ Totolapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.007797,0.011756,0.006056,0.002052,0.00056,0.007851,0.00445,0.010104,0.007238,0.010666,0.015928,0.010697,0.021546,0,0,0.000625,0,0,0,0,0
  ⚬ Tumbalá,0,0.001058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001793,0.002985,0.012908,0.002441,0.000235,0.00045,0.049219,0.005969,0.01346,0.019459,0.035852,0.019941,0.023855,0.019347,0.040333,0.022822,0.053383,0.085486,0.020938,0.063301,0.065453,0.092482,0.109842,0.091644,0.085324,0.103444
  ⚬ Tuxtla Chico,0.341802,0.458597,0.399303,0.431787,0.4959,0.656966,0.50784,0.647762,0.557271,0.601681,0.706087,0.697939,0.65238,0.382451,0.423505,0.565713,0.780826,0.761979,0.9275,0.865142,0.86493,1.368329,1.189286,0.952539,0.894785,1.443984,1.111228,0.824203,0.81463,1.057542,1.329631,1.231483,1.496934,2.049465,3.163976,3.274727,3.300357,2.546681,2.42624,4.135142,2.324867,2.344583,2.471652,2.569265,2.064004,2.011374
  ⚬ Tuxtla Gutiérrez,9.885183,13.909138,11.454523,9.914441,10.951397,12.07115,8.635511,10.140534,10.302894,11.301951,13.392442,13.329822,11.408054,11.546828,11.79577,11.965842,12.487063,12.568323,12.806796,13.592596,13.638553,16.631827,16.687298,18.18177,18.31542,23.587373,21.869604,20.773746,23.38941,22.243818,32.595863,30.536636,31.983606,39.991562,45.983712,45.888158,39.69207,44.88231,51.909931,61.530588,59.509659,65.493613,73.168945,67.411049,55.563107,65.482572
  ⚬ Tuzantán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006765,0.014109,0.005473,0.016789,0.030049,0.035975,0.07666,0.041857,0.081877,0.108901,0.110225,0.099446,0.151251,0.184904,0.214311,0.210372,0.266958,0.345498,0,0,0,0,0,0,0,0
  ⚬ Tzimol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569,0.00011,0,0.001096,0.001084,0.003919,0.023449,0.037295,0.043535,0.063616,0.098125,0.073363,0.102676,0.101415,0.146531,0.159428,0.216671,0.269863,0.003858,0.001115,0.000059,0,0.001071,0,0.003204,0
  ⚬ Unión Juárez,0.049092,0.082251,0.066267,0.046634,0.065124,0.054752,0.048687,0.03665,0.030046,0.008163,0.003733,0.026982,0.033533,0.052456,0.081156,0.090782,0.115065,0.102881,0.068701,0.049908,0.089705,0.124103,0.107293,0.148065,0.114758,0.163287,0.170932,0.155109,0.155009,0.115096,0.141124,0.189305,0.255966,0.29824,0.444515,0.451087,0.435039,0.66127,0.125768,0.085116,0.021622,0.131547,0.160453,0.120181,0,0
  ⚬ Venustiano Carranza,0.580885,0.870044,0.657901,0.403554,0.475389,0.537864,0.415587,0.541617,0.481362,0.564855,0.649722,0.618448,0.568279,0.550426,0.547595,0.661051,0.652371,0.722633,0.748869,0.829833,0.821953,0.954287,0.897971,0.913847,0.793914,0.955714,1.131637,0.936804,0.845808,0.94641,0.931162,1.17191,0.867098,0.643084,0.696107,0.80839,0.849244,1.117807,1.525195,1.63741,1.492974,1.56498,1.76104,1.701673,1.447378,1.954539
  ⚬ Villa Comaltitlán,0.324732,0.345675,0.32694,0.306362,0.427397,0.602686,0.544954,0.643254,0.72557,0.905604,0.867191,0.999056,0.83391,0.754922,0.696568,0.714944,0.948239,0.962142,1.071983,1.102779,1.038572,1.339397,1.275208,1.304239,1.297293,1.676557,1.583805,1.418761,1.463285,1.714739,2.112534,2.093329,2.014717,2.671585,2.789395,2.986198,3.102588,3.602309,3.925326,4.469509,3.843406,4.455444,4.914229,4.97895,3.913019,4.762868
  ⚬ Villa Corzo,0.888957,1.054893,0.935602,0.589127,0.834986,0.911634,0.700308,0.730071,0.783418,1.006527,1.003024,0.998547,0.814475,0.867492,0.794539,0.806843,0.888759,1.015315,1.113838,1.00138,1.008523,1.352631,1.228714,1.362935,1.304457,2.024398,1.723449,1.601599,1.440612,1.899239,2.703492,1.998739,2.066335,3.548664,3.761927,3.727583,4.062317,5.619978,5.541189,6.417678,5.035777,6.223358,6.483188,5.982962,4.557956,5.695622
  ⚬ Villaflores,4.535363,4.752841,4.369834,4.632585,4.531113,5.065964,3.750667,4.069339,4.350964,4.679026,5.129199,4.729995,4.613753,5.349211,5.010611,3.667466,3.55677,3.790722,3.834665,3.527076,3.313021,4.405491,4.453382,4.24113,4.209159,4.982731,4.8667,4.671373,14.050911,13.272482,12.295009,16.751199,16.298837,20.123249,22.395832,23.237892,11.423507,9.381995,11.999587,12.827818,12.946334,15.925443,17.728488,15.634889,12.583523,15.316984
  ⚬ Yajalón,0.200174,0.259529,0.283133,0.234334,0.236783,0.27028,0.227825,0.23352,0.228259,0.293297,0.396229,0.311794,0.28536,0.427456,0.475485,0.507053,0.505105,0.512023,0.564285,0.560484,0.476325,0.66069,0.773124,0.774963,1.22504,2.212671,1.49246,1.348863,1.222339,1.63579,1.861116,1.818374,1.888533,3.029308,3.380534,3.545455,2.97166,4.322729,5.895899,6.262273,6.907464,9.35431,9.783783,8.28531,7.340589,8.688248
  ⚬ Zinacantán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000067,0,0.000052,0.000537,0.000221,0.004206,0.009256,0.005405,0.040955,0.036173,0.062436,0.053687,0.104279,0.156678,0.179529,0.225622,0.260038,0.563466,0.031139,0.042034,0.036399,0.027049,0.003267,0,0.003268,0
  ⚬ No identificado,0.015519,0.029159,0,0,0,0,0,0,0.003036,0.003426,0,0,0,0.015005,0.018096,0.01502,0.014154,0.015733,0.007221,0.018433,0.008276,0,0.145042,0.023395,0.016866,0.046072,0.044403,0.02955,0.029352,0.046395,0.043346,0.034016,0.115497,0.217066,0.426667,0.335003,0.530685,0.966945,0.429181,0.422917,0.972164,1.761445,2.022453,2.295976,1.8529,2.351306
 ● Chihuahua,125.691646,142.405053,137.172092,128.273562,137.138585,151.585164,129.269605,147.722795,143.827421,179.534494,175.270344,164.186595,165.693547,184.84115,188.608836,176.38517,187.878988,205.669568,215.593021,219.362583,205.260533,266.306353,261.495627,262.26902,247.390028,304.594111,311.996913,283.38143,288.995107,357.254362,322.906901,314.945645,344.344956,422.325994,430.940881,399.833344,342.722999,428.479939,435.342057,419.381072,394.893732,418.605339,401.766353,376.287944,321.509748,388.801653
  ⚬ Ahumada,0.085941,0.150344,0.103822,0.156698,0.125387,0.163256,0.079802,0.084692,0.106792,0.076849,0.08934,0.085391,0.114644,0.190049,0.109626,0.077661,0.028713,0.016698,0.016836,0.01517,0.010407,0.02633,0.028044,0.03161,0.037837,0.038905,0.042134,0.059003,0.040957,0.04937,0.060745,0.051861,0.056071,0.068318,0.069974,0.054386,0.064212,0.022676,0.008079,0.015228,0.03729,0.081497,0.060788,0.034916,0.049176,0.072164
  ⚬ Aldama,1.430777,1.858721,1.593588,1.305958,1.763509,2.036208,1.777971,2.183456,2.070035,2.526951,2.380432,2.231065,2.40928,2.650438,2.696683,2.594404,2.953175,3.359808,3.49543,3.914098,3.714383,4.812303,4.520976,4.598738,4.142464,4.597259,4.598255,4.266132,4.401404,5.1195,5.284813,5.198553,5.427959,5.8248,5.173743,5.087631,4.557249,5.452379,5.313702,5.364596,4.416866,4.009705,3.830163,3.649962,3.175929,3.773961
  ⚬ Allende,0.211365,0.247563,0.236303,0.196714,0.315406,0.40524,0.27254,0.296846,0.226488,0.205862,0.218663,0.19334,0.192103,0.208011,0.18617,0.203255,0.193016,0.265576,0.253876,0.220688,0.203531,0.376805,0.214136,0.175439,0.203406,0.234102,0.234683,0.196999,0.089699,0.055665,0.056232,0.164981,0.199701,0.191615,0.249396,0.199944,0.226297,0.248027,0.152179,0.159554,0.174995,0.192239,0.172672,0.139859,0.160425,0.192511
  ⚬ Aquiles Serdán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000986,0.003291,0.007677,0.006143,0.01285,0.007009,0.011404,0.012241,0.017445,0.025342,0.031771,0.051403,0.073198,0.077835,0.102735,0.121893,0.016239,0.018845,0.014741,0.018769,0.025676,0.021206,0.01768,0.024394
  ⚬ Ascensión,0.500882,0.24564,0.339488,0.413262,0.485884,0.533769,0.380645,0.416393,0.427435,0.518332,0.472928,0.433484,0.717368,1.337455,1.364231,1.279896,1.310365,1.531395,1.567021,1.53883,1.449534,1.954122,2.006097,1.909384,1.830703,2.738269,2.438387,2.166877,2.254637,3.000014,3.241137,4.945864,6.131101,8.379605,7.893402,6.938425,6.315599,8.518255,7.74499,7.106554,7.109871,6.859266,5.332313,4.312063,4.174851,5.202828
  ⚬ Bachíniva,0.127264,0.116741,0.08094,0.053079,0.059844,0.07043,0.023343,0.037533,0.035175,0.074259,0.027831,0.038493,0.017486,0.016517,0.010117,0.013907,0.018794,0.003555,0,0,0,0,0.001998,0.0004,0,0.000685,0.00287,0.019273,0.008427,0.009748,0.016789,0.050921,0.009612,0.024193,0.027217,0.024169,0.027623,0.058718,0.000522,0.000516,0.018628,0.019465,0.075053,0.055902,0.005923,0.01346
  ⚬ Balleza,0.838763,0.915872,1.027618,0.817402,0.880591,1.070206,0.734453,1.131769,1.023502,1.240477,1.277724,1.241564,1.0147,1.23569,1.197328,1.263533,1.260808,1.332124,1.347488,1.095489,0.979849,1.333932,1.457962,1.386417,1.254102,1.675527,1.737779,1.582255,1.143541,1.760972,1.627846,1.673602,1.247098,1.123863,1.296567,2.081779,1.685421,1.458252,1.787819,1.015695,0.939356,1.033123,0.99247,0.862506,0.572798,0.732483
  ⚬ Batopilas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842,0.000512,0.001729,0.001284,0.002079,0.001797,0.002584,0.002105,0.003765,0.003332,0.004792,0.013803,0.013482,0.005843,0.011732,0.011657,0.009238,0.011721,0.018917,0.012713,0.012436,0.018067,0.008987,0.016484,0.007862,0.01358,0.006264,0.004023,0.008321,0.005322
  ⚬ Bocoyna,0.355644,0.434163,0.394613,0.384912,0.375766,0.500624,0.384734,0.465155,0.346326,0.406716,0.463327,0.41994,0.41589,0.620959,0.515764,0.433888,0.41742,0.481488,0.420628,0.439089,0.365101,0.475074,0.442432,0.528912,0.462718,0.580198,0.581852,0.520385,0.505451,0.643459,0.585782,0.607963,0.52469,0.686277,0.687377,0.634348,0.583586,0.703407,0.59256,0.706398,0.573742,0.593623,0.506841,0.560624,0.402738,0.497646
  ⚬ Buenaventura,1.626602,1.92405,1.873735,1.573322,1.672342,2.215018,1.910167,2.06431,2.179161,2.977525,3.068098,2.512739,2.823393,3.589982,3.504766,3.340973,3.661517,3.906847,3.672198,3.415702,3.244514,4.422736,4.242696,4.177372,3.858185,5.077731,5.254544,4.557156,4.610925,5.785753,5.071019,4.302646,4.436107,5.746513,5.469694,4.940701,4.300449,5.425479,5.314743,4.496585,4.107914,4.474125,4.399453,3.696706,3.190644,4.419437
  ⚬ Camargo,3.489426,4.142279,4.302191,3.792214,4.175664,4.94098,4.210542,4.376569,4.214851,5.726564,5.893297,4.984312,4.722646,5.672332,6.026998,5.08921,5.061927,6.337269,6.518462,6.052622,5.582312,7.880541,7.9742,7.148993,6.609825,8.672734,9.079368,7.71539,7.822608,8.452909,8.798426,8.078924,8.617728,10.877175,11.207826,10.910204,10.213168,13.473371,14.0919,12.547174,11.569425,13.146512,13.259009,11.34762,9.675827,12.565974
  ⚬ Carichí,0,0.834066,0.85464,0,0.010001,0.009077,0.036988,0,0.016741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001074,0.001913,0.003512,0.010428,0.012695,0.001088,0.002098,0.007157,0.018316,0.020486,0.017732,0.030394,0.030952,0.026565,0.052685,0.005815,0.002863,0.006137,0.079696,0,0,0,0
  ⚬ Casas Grandes,0.026424,0.02859,0.015742,0.018105,0.021492,0.0335,0.029089,0.039996,0.018761,0.008844,0.011504,0.003867,0.005607,0.007039,0.007281,0.004048,0.004913,0.004573,0.008757,0.00295,0.002502,0.004174,0.004463,0.015041,0.010489,0.030401,0.03629,0.036376,0.047367,0.072096,0.08796,0.072247,0.100347,0.182735,0.193502,0.229431,0.219482,0.309563,0.049519,0.435322,0.04635,0.057961,0.073864,0.067746,0.071307,0.1052
  ⚬ Chihuahua,30.484375,35.61019,33.062097,30.946858,32.58818,35.952897,31.744541,36.688543,35.632888,43.526157,43.275173,40.60144,41.366143,45.826854,48.183631,45.581692,48.330423,51.602614,54.557396,58.457482,54.116049,70.171276,71.61623,74.064027,66.519075,78.48727,82.790249,76.928645,76.156628,77.76463,79.951629,76.015187,78.918917,95.445616,98.452478,97.982585,82.369293,99.981726,105.097483,100.501643,91.349349,97.129687,98.82264,92.273967,81.109014,97.48194
  ⚬ Chínipas,0.004021,0.005125,0.00938,0.007479,0.007291,0.011784,0.014467,0.004666,0.01437,0.019376,0.008824,0.006005,0.005178,0.01286,0.010583,0.007861,0.015013,0.015828,0.018759,0.016587,0.012131,0.014313,0.007104,0.015603,0.01159,0.011934,0.014144,0.023222,0.018426,0.016927,0.020371,0.027838,0.029843,0.030045,0.032537,0.029562,0.036942,0.037482,0.03595,0.203145,0.032472,0.582042,0.033274,0.030515,0.038518,0.021613
  ⚬ Coronado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001813,0.011008,0.004567,0.006516,0.006528,0.002266,0.001778,0.008238,0.011361,0.020212,0.025513,0.009973,0.011736,0.018218,0.017813,0.01417,0.02479,0.033833,0,0,0,0.000916,0,0,0,0
  ⚬ Coyame del Sotol,0,0,0,0,0,0,0,0,0.000607,0.000446,0.000068,0,0.000185,0,0,0,0,0,0,0,0,0,0.005743,0.002097,0,0.000786,0.005131,0.018471,0.008875,0.025763,0.026773,0.018209,0.014382,0.028286,0.039142,0.044029,0.056154,0.074095,0,0,0,0,0,0,0,0
  ⚬ Cuauhtémoc,10.867359,11.715934,11.687588,10.803073,11.765302,12.751445,10.706283,12.62,12.085908,14.701124,13.830136,12.926813,13.180321,14.664742,15.163917,13.889293,14.05401,15.874426,14.703848,15.417228,14.479975,19.858642,17.873725,17.535007,15.742402,18.877145,20.323079,18.047004,18.856696,54.580949,18.917787,18.691237,27.623975,24.153698,25.415274,24.323188,20.207055,25.203387,26.61769,25.009699,21.757878,24.485173,25.392419,24.052124,20.336687,25.105554
  ⚬ Cusihuiriachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001138,0.006157,0.000056,0.000456,0.002054,0.00227,0.006635,0.010813,0.007891,0.007031,0.00761,0.0178,0.015451,0.032479,0.024019,0.01628,0,0,0,0.181463,0,0.006895,0,0
  ⚬ Delicias,9.027186,9.645501,9.401521,9.031217,10.42924,10.992015,9.395841,10.494451,10.594564,12.912493,12.640231,11.736316,12.229656,13.125313,13.423013,12.482335,13.450327,14.761269,17.121313,16.353882,15.559547,22.629926,20.567585,20.183999,18.454531,22.193688,22.997021,20.602626,21.161696,21.673974,22.615794,20.760757,22.355046,27.737718,28.541329,28.818609,25.428804,30.920118,32.526549,29.273199,44.893234,41.384813,35.635877,37.047243,31.489857,37.147052
  ⚬ Dr. Belisario Domínguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,0.003289,0.001427,0.001283,0.007219,0.002394,0.008746,0.005227,0.005798,0.011471,0.023576,0.024373,0.018964,0.031844,0.030971,0.694586,1.337691,0.01465,0.013119,0.011562,0.172678,0.018763,0.018605,0.033707,0.032121
  ⚬ El Tule,0.00767,0.006823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004804,0.002817,0.009401,0.007054,0.025917,0.030511,0.016807,0.031795,0.0498,0.054212,0.036497,0.071539,0,0.000024,0.000114,0,0.000028,0.000006,0,0
  ⚬ Galeana,0,0.001832,0.005605,0,0.000173,0.00004,0.00134,0,0.002481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000463,0.010271,0.023592,0.030308,0.019996,0.020751,0.041485,0.062978,0.061157,0.03888,0.062342,0.089019,0.07321,0.10654,0.095768,0.15164,0,0.000049,0.062678,0.054412,0.036144,0.048235,0.046257,0.056185
  ⚬ Gómez Farías,0.841558,0.896436,0.920222,0.810836,0.883262,0.970036,0.796163,1.070715,0.930628,1.090654,1.074089,1.050837,0.906602,1.036025,1.084794,1.156378,1.300521,1.396642,1.495504,1.612862,1.329725,1.765923,1.678003,1.884664,1.443511,1.834725,1.92057,1.549175,1.343655,1.685921,1.595873,1.553692,1.801147,2.239462,2.572965,2.380016,1.917118,2.274756,2.494598,2.183665,1.641329,1.697085,1.727791,1.657088,1.129285,1.393188
  ⚬ Gran Morelos,0.210538,0.150106,0.106507,0.134377,0,0,0,0,0.011028,0.110673,0.053958,0.088521,0.044629,0.043121,0.033318,0.051485,0.070891,0.015422,0.008189,0.036607,0.052613,0.036623,0,0.003296,0.848382,1.062032,1.008272,0.79382,0.816398,1.005439,1.029821,1.168033,1.205294,1.453821,1.760392,1.232964,1.06932,1.413736,1.539617,1.305426,0.373788,0.012622,0.003186,0.00235,0.013518,0.007578
  ⚬ Guachochi,0.078796,0.092952,0.128304,0.12242,0.121496,0.15613,0.129503,0.185866,0.130125,0.205059,0.187191,0.16075,0.145212,0.173807,0.202842,0.251814,0.282504,0.254545,0.682815,0.320244,0.272095,1.145694,0.334101,0.317401,0.24784,0.262621,0.305029,0.329023,0.253347,0.266118,0.305678,0.243848,0.488437,0.212751,0.259901,0.271158,0.221372,0.225018,0.211854,0.20924,0.164547,0.135591,0.148579,0.156132,0.10281,0.125377
  ⚬ Guadalupe,0.004292,0.000005,0,0.001367,0.013067,0.019337,0.021823,0.033124,0.022292,0.023793,0.031915,0.028411,0.026138,0.022882,0.024754,0.021154,0.023076,0.044596,0.088391,0.072746,0.071809,0.090721,0.10027,0.084287,0.101301,0.105626,0.043183,0.012588,0.002292,0.000796,0.006084,0.020233,0.044145,0.036345,0.031554,0.03832,0.064227,0.098073,0.05278,0.048054,0.050246,0.039099,0.049925,0.038122,0.028063,0.043634
  ⚬ Guadalupe y Calvo,0.033568,0.036684,0.036356,0.026238,0.028626,0.025848,0.028729,0.029368,0.034861,0.027768,0.035439,0.033421,0.027339,0.030171,0.033718,0.027705,0.037129,0.040625,0.049165,0.03804,0.039007,0.049242,0.037346,0.046298,0.040694,0.05753,0.054795,0.05964,0.052385,0.085779,0.111913,0.078683,0.075884,0.082397,0.101251,0.082336,0.122612,0.16784,0.114855,0.121411,0.104423,0.092867,0.102766,0.111045,0.074274,0.08618
  ⚬ Guazapares,0.031005,0.056524,0.045366,0.045057,0.04455,0.048154,0.043008,0.045284,0.043652,0.042776,0.056202,0.04596,0.050924,0.060774,0.04725,0.065218,0.05996,0.05336,0.051605,0.060788,0.052203,0.051629,0.055023,0.055684,0.062836,0.068589,0.069986,0.05949,0.066014,0.079772,0.100488,0.102974,0.098874,0.158577,0.138267,0.135357,0.111413,0.136998,0.139629,0.10332,0.103284,0.098672,0.103366,0.068767,0.036688,0.078822
  ⚬ Guerrero,2.173517,1.618868,1.474947,1.843609,1.987859,2.244756,1.716579,2.16077,2.130139,2.739878,2.590511,2.328502,2.402718,2.876659,3.03651,2.865776,3.172031,3.933174,3.782203,3.767517,3.495544,4.936605,4.812866,4.41637,4.516027,5.367762,5.434364,4.750881,4.666567,5.709719,4.964596,5.371245,5.608763,6.996688,7.215863,7.03046,5.692662,7.208356,7.022285,6.308425,4.958261,5.666238,5.796996,5.317522,4.056277,5.580859
  ⚬ Hidalgo del Parral,6.228288,7.071761,7.34523,6.588204,7.1609,8.018444,6.606792,7.807314,7.364338,9.379558,9.176568,8.451318,8.760542,9.597738,9.842849,9.256597,10.254239,11.178054,11.515343,12.197704,10.533062,13.768548,13.97014,14.102323,12.394924,14.703596,16.627869,15.456813,16.191843,17.055426,19.333336,16.673805,17.479321,23.850077,24.118507,22.174785,18.632877,23.224879,25.249982,24.7541,21.903838,24.239036,24.761493,23.835603,19.735489,24.034436
  ⚬ Huejotitán,0,0,0,0,0.000344,0.001117,0.000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010307,0.004558,0.000896,0.002013,0.006808,0.011057,0.016638,0.012692,0.022502,0.048597,0.033308,0,0,0.022106,0.10988,0,0,0,0
  ⚬ Ignacio Zaragoza,0.74385,0.824067,0.832532,0.605413,0.632153,0.828931,0.659906,0.910358,0.892066,1.042666,1.148561,1.015193,1.017199,1.085585,1.204464,1.091114,1.026123,1.341982,1.360907,1.257116,1.124487,1.319457,1.296364,1.242256,1.017724,1.303049,1.60729,1.413484,1.436478,1.835833,1.809442,1.513775,2.203969,2.147116,2.275955,1.972699,1.513098,2.286464,2.088885,1.741956,1.618806,1.434495,1.393379,1.295542,0.920519,1.08993
  ⚬ Janos,0,0,0,0,0,0,0,0,0,0,0,0.000291,0.062242,0.076618,0.072565,0.078807,0.028425,0.002632,0.001198,0.005582,0.011396,0.008903,0.002658,0.011401,0.167917,0.211279,0.209042,0.204396,0.259065,0.505895,0.403546,0.35205,0.520093,0.697034,0.579854,0.751955,0.659855,0.68935,0.49159,0.422381,0.330727,0.338503,0.18129,0.100122,0.073418,0.090674
  ⚬ Jiménez,4.119069,4.871414,4.86869,5.487209,5.726285,5.796029,4.900114,5.522532,5.429344,7.038787,6.591775,5.914901,5.745831,6.42037,6.569503,5.742888,3.654426,4.290139,4.834153,4.029535,3.492203,5.276413,4.999053,4.343341,4.109772,5.547678,5.825524,4.828906,4.816802,5.537379,5.619963,5.442691,6.027355,7.261781,7.700403,6.884237,6.073143,8.144823,8.287755,7.431278,6.885621,7.971964,8.403392,7.71901,6.356444,7.913195
  ⚬ Juárez,34.143611,39.569354,38.546279,36.380522,35.954586,39.970106,34.275775,37.586219,37.867009,48.63701,47.698003,45.712236,44.635469,48.612197,48.7747,45.878265,50.391855,54.357145,55.129432,57.427907,55.262457,64.136994,64.702935,65.785559,65.376842,86.278346,84.205441,77.18693,80.048122,94.4064,94.782308,96.17872,103.514956,135.089204,138.573711,117.05434,100.507678,126.30665,126.665439,130.144544,113.903341,119.425717,110.752533,102.770051,88.609304,102.746191
  ⚬ Julimes,0.256651,0.25877,0.269214,0.227706,0.348455,0.33219,0.292427,0.333315,0.435433,0.465749,0.380179,0.442107,0.43982,0.471111,0.475211,0.444682,0.47871,0.435779,0.4672,0.518377,0.534198,0.6096,0.592932,0.723162,0.60893,0.628841,0.637937,0.59705,0.692648,0.726299,0.592232,0.594635,0.981275,0.625311,0.645944,0.642468,0.558609,0.569705,0.50045,0.450052,0.839672,0.868508,0.092489,0.000025,0.030899,0.071585
  ⚬ La Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,0,0.001879,0.001288,0.000372,0.005372,0.025945,0.023629,0.007414,0.016577,0.026684,0.028727,0.027154,0.067614,0.093532,0.061933,0.06065,0.074462,0.012576,0.009411,0.013523,0.027106,0.020749,0.03935,0.016573,0.034915
  ⚬ López,0.093086,0.071416,0.057426,0.041268,0.041353,0.04253,0.020284,0.029903,0.023767,0.052258,0.022666,0.031068,0.014343,0.010575,0.006097,0,0.031527,0.044357,0.04722,0.041489,0.044043,0.056176,0.025771,0.010742,0.014671,0.017198,0.016745,0.025209,0.02938,0.044947,0.036344,0.041528,0.078896,0.059513,0.062852,0.068784,0.064539,0.08747,0.03086,0.027163,0.047088,0.047307,0.035568,0.03103,0.03226,0.047447
  ⚬ Madera,1.456285,1.450137,1.731132,1.709304,1.749044,2.077053,1.738543,2.056738,1.94553,2.265058,2.048655,1.875736,2.280552,2.80185,2.958406,2.734063,2.760461,3.009251,4.908552,2.892655,2.390451,3.372297,3.2819,3.131958,2.490366,3.029756,3.522873,2.8519,2.542618,3.1364,2.793351,2.601691,3.272918,2.882766,3.335446,2.945053,1.915658,2.750869,3.21795,3.030292,2.734721,3.200345,3.447993,2.999903,2.219807,3.093224
