Municipio,Ene-Mar 2013,Abr-Jun 2013,Jul-Sep 2013,Oct-Dic 2013,Ene-Mar 2014,Abr-Jun 2014,Jul-Sep 2014,Oct-Dic 2014,Ene-Mar 2015,Abr-Jun 2015,Jul-Sep 2015,Oct-Dic 2015,Ene-Mar 2016,Abr-Jun 2016,Jul-Sep 2016,Oct-Dic 2016,Ene-Mar 2017,Abr-Jun 2017,Jul-Sep 2017,Oct-Dic 2017,Ene-Mar 2018,Abr-Jun 2018,Jul-Sep 2018,Oct-Dic 2018,Ene-Mar 2019,Abr-Jun 2019,Jul-Sep 2019,Oct-Dic 2019,Ene-Mar 2020,Abr-Jun 2020,Jul-Sep 2020,Oct-Dic 2020,Ene-Mar 2021,Abr-Jun 2021,Jul-Sep 2021,Oct-Dic 2021,Ene-Mar 2022,Abr-Jun 2022,Jul-Sep 2022,Oct-Dic 2022,Ene-Mar 2023,Abr-Jun 2023,Jul-Sep 2023,Oct-Dic 2023,Ene-Mar 2024,Abr-Jun 2024
 ● Aguascalientes,70.935872,84.477649,80.581209,80.801369,79.194217,86.552642,83.263578,85.529142,82.780588,90.215377,94.603535,89.495691,91.911207,102.595278,106.148115,105.04788,102.456888,112.822083,114.073725,115.364536,104.536565,130.130626,122.582918,128.919412,112.806644,132.508134,140.864752,131.414558,131.517236,139.349798,139.020514,146.744625,144.69477,184.070739,186.543674,195.681652,175.249628,219.362255,232.453555,233.098011,209.236329,246.875262,246.605609,236.202859,204.737542,252.948256
  ⚬ Aguascalientes,40.690177,47.164073,44.001068,46.419031,46.458792,49.023317,46.008212,48.201841,47.967284,51.296273,52.315916,50.227159,52.842454,57.601149,59.16572,59.368743,57.980699,63.057783,61.756674,64.601995,60.96511,73.280705,69.217708,73.065541,66.217691,76.917815,80.325247,75.890028,73.811528,78.793024,76.604099,82.348782,82.405254,103.173135,102.919476,108.901307,102.83366,130.262718,139.269469,140.740351,130.031495,151.718874,146.952344,142.436434,126.789269,153.441794
  ⚬ Asientos,1.275886,1.606246,1.502257,1.388162,1.429231,1.631231,1.631423,1.431992,1.190699,1.355659,1.583431,1.465107,1.362542,1.511175,1.518016,1.457666,1.492826,1.660461,1.737887,1.57892,1.325843,1.877705,1.789423,1.754841,1.597535,2.020864,2.23902,2.069569,2.044574,1.576577,2.385082,2.431872,2.433211,3.212922,3.341644,3.513433,3.207481,4.238066,2.794456,2.609508,2.110656,2.487227,2.556142,2.59603,2.061161,2.604642
  ⚬ Calvillo,10.178654,13.007311,13.560433,12.255393,12.457806,15.183738,16.484665,16.178299,14.820626,16.968338,19.539108,17.466998,17.236465,20.321942,21.24425,20.426799,19.565801,21.678634,23.301668,21.881016,18.291227,24.435202,22.897106,24.54882,19.661748,23.824148,26.738122,24.396324,24.997722,24.401831,22.695943,24.641266,23.922551,31.256883,31.681861,32.795604,25.41826,30.942361,34.035223,33.246612,28.160667,33.875028,35.848704,33.158592,27.632895,36.577506
  ⚬ Cosío,0.381639,0.418806,0.450624,0.415966,0.382609,0.516586,0.437124,0.474983,0.425509,0.504558,0.489504,0.458668,0.400584,0.527346,0.532115,0.49769,0.455583,0.592531,0.569799,0.480784,0.477717,0.55868,0.513314,0.529762,0.51631,0.600788,0.653958,0.627819,0.596901,0.678277,0.739281,0.767108,0.611792,1.002697,1.006253,1.084044,0.886365,1.157106,0.972692,0.965481,0.856841,0.991942,1.059222,0.979133,0.822001,0.994122
  ⚬ El Llano,1.288662,1.643225,1.276505,1.090384,0.183558,0.02954,0.056813,0.029892,0.191741,0.174593,0.167924,0.184848,0.079373,0.09794,0.11204,0.110323,0.207134,0.221335,0.214779,0.223122,0.319698,0.420205,0.386952,0.357499,0.395831,0.527647,0.354607,0.227052,0.216411,0.268053,0.301255,0.282604,0.384669,0.58996,0.595976,0.686925,0.652568,1.097635,0.325136,0.347641,0.31457,0.411413,0.398382,0.273409,0.21811,0.306464
  ⚬ Jesús María,2.214437,2.927256,2.541153,2.595454,2.38908,2.607322,2.226213,2.380224,2.181735,2.312979,2.316894,2.249082,2.178716,2.512247,2.516203,2.388997,2.495522,2.828343,3.020154,3.032564,2.805621,3.359961,2.967089,3.065751,2.728974,3.386956,3.663664,3.401843,3.458832,3.843763,5.930544,4.431108,4.440101,5.599753,6.292758,6.464137,5.618297,7.105227,7.076796,7.391907,6.594385,7.808245,8.080117,7.581546,6.644804,8.334172
  ⚬ Pabellón de Arteaga,5.686349,6.415342,6.082879,5.538099,4.897927,5.554181,5.116256,5.386657,4.74052,5.643993,5.722016,5.424782,5.022646,5.796798,6.163368,6.420598,6.137989,6.869071,7.048134,7.341612,6.269499,8.126958,7.090226,7.087708,5.802517,6.770599,7.699353,6.712668,8.148912,10.070801,11.153394,10.627557,10.135245,13.119692,13.318428,13.956951,12.087821,14.974205,16.214217,16.422008,14.210083,16.603671,16.951254,16.069793,13.512367,17.218229
  ⚬ Rincón de Romos,7.374496,9.282096,9.237989,9.113302,8.805306,9.581782,8.967413,9.004819,8.784258,9.323874,9.924318,9.434308,9.892859,10.896771,11.408139,10.681362,10.2928,11.627605,12.003491,12.007249,10.332698,13.181301,12.939651,13.631213,11.350661,12.967442,13.80283,13.030314,13.034589,14.081961,13.434288,14.684207,13.717025,17.909175,18.673393,19.162765,16.419201,19.486103,21.607357,21.586665,18.223137,22.218865,24.228246,23.334406,19.008551,23.906834
  ⚬ San Francisco de los Romo,1.74687,1.964945,1.899378,1.965419,2.175951,2.405592,2.328396,2.42829,2.387736,2.480417,2.303979,2.384064,2.701439,3.07723,3.195322,3.406388,3.503309,3.914236,3.977175,3.76244,3.32988,4.325554,4.171255,4.274692,3.944314,4.872569,4.694893,4.343083,4.478138,4.832041,4.78956,5.36565,5.509265,6.98515,7.212094,7.483553,6.780311,8.355393,8.863876,8.685803,7.882743,9.728051,9.430141,8.761213,7.133709,8.413576
  ⚬ San José de Gracia,0,0,0,0,0,0,0,0.000565,0.083305,0.126952,0.197748,0.163127,0.16546,0.215118,0.239152,0.229305,0.26261,0.320031,0.37425,0.380499,0.364616,0.491617,0.536079,0.49698,0.453433,0.507721,0.589097,0.59338,0.598458,0.573909,0.685974,0.809066,0.790882,0.88642,1.02009,1.103314,0.869904,1.060765,1.068368,0.901229,0.637381,0.771792,0.83853,0.771323,0.673254,0.837965
  ⚬ Tepezalá,0.057545,0.048349,0.028923,0.020158,0.013825,0.019351,0.007063,0.011579,0.007176,0.027741,0.042696,0.037549,0.028669,0.037562,0.053789,0.060009,0.062614,0.052054,0.069714,0.074335,0.054657,0.072739,0.074115,0.065218,0.079045,0.086059,0.103962,0.122479,0.131171,0.22956,0.301094,0.355405,0.344775,0.334953,0.475098,0.529619,0.475759,0.682675,0.225966,0.200806,0.206178,0.253846,0.249543,0.197752,0.196186,0.280514
  ⚬ No identificado,0.041156,0,0,0,0.000132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041388,0.058586,0.025527,0,0,0,0,0,0,0,0,0.006601,0,0,0,0,0,0.008195,0.006308,0.012984,0.043229,0.045233,0.032438
 ● Baja California,142.221246,164.270856,163.975015,156.201742,149.441377,160.027234,161.000838,159.429415,154.719724,173.437383,179.236933,166.08355,166.873518,177.695751,172.099173,166.893081,169.119781,193.512158,202.181808,199.822472,187.659185,231.235079,225.096392,231.12724,206.565932,239.604253,253.7569,236.067859,257.22459,338.111357,315.498524,304.751556,303.932483,355.913111,362.158323,353.938235,309.260619,354.929024,364.657126,361.941625,332.920558,366.892454,384.950201,362.222393,318.670707,377.043685
  ⚬ Ensenada,16.408642,23.687549,21.524873,19.237162,19.888078,22.399872,23.387226,24.352621,22.900842,26.558968,28.619621,24.943118,25.781309,30.340207,33.003577,31.82539,29.884188,38.320887,42.048637,40.97568,33.742903,47.754375,48.760934,47.333965,36.628752,47.970921,54.256026,47.523867,46.159112,57.216465,61.827483,59.353517,53.556357,66.025295,73.189965,69.431052,47.225589,51.729787,54.607936,52.190385,49.249914,58.028372,62.850055,56.25854,47.986557,59.80208
  ⚬ Mexicali,29.380282,32.482138,30.58414,28.67384,28.550432,31.087894,30.624822,29.903997,29.785753,34.576605,34.858477,30.800666,31.929537,35.446287,34.106113,31.902633,32.3549,36.644305,38.463897,36.397356,35.707921,44.347418,44.074275,43.319895,41.195409,48.460825,51.171891,47.975389,52.913857,81.613717,64.538401,61.340597,63.181,75.409384,73.846209,72.165758,62.357073,73.625181,74.141171,75.556063,66.879229,69.811094,69.741195,64.610724,59.169374,69.376898
  ⚬ Playas de Rosarito,6.026083,6.939247,6.750588,6.988013,7.034408,6.906617,7.153088,7.115924,7.345132,8.011674,8.512615,7.955012,8.566744,8.890327,8.599032,8.221596,8.581521,10.20703,10.28954,9.516658,9.159629,11.19569,10.454719,11.164209,9.818953,10.201023,10.259599,9.484639,10.774758,12.668015,12.347662,12.856169,13.722503,15.23309,15.251091,15.38175,14.679194,15.577232,16.563085,17.078518,15.928982,17.86388,19.007436,18.502531,17.05623,19.173359
  ⚬ Tecate,3.981576,4.647453,4.557267,4.544851,4.533414,4.719868,4.755024,4.844644,4.842732,5.647704,5.778935,5.492081,5.556885,5.767436,5.231723,5.181625,5.840001,6.729011,6.935257,7.324165,7.036254,8.600663,8.288075,8.519098,7.9701,9.243664,9.619321,9.065294,9.834493,12.274625,9.475439,10.39346,10.243004,11.526399,11.149774,11.213218,10.058376,11.208591,11.985566,12.008283,11.139963,12.234213,12.607169,12.417,11.413749,13.755726
  ⚬ Tijuana,86.371815,96.459654,100.555397,96.752574,89.431361,94.907869,95.060661,93.186004,89.834712,98.623143,101.467285,96.892673,95.039043,96.418526,91.158728,88.756913,92.43178,101.610925,104.409018,105.608612,102.012478,119.336933,113.518389,120.789581,110.95221,123.727206,128.447252,122.014217,137.539495,174.33752,167.307224,160.612665,163.228857,187.717911,188.715419,185.746457,167.852524,187.015536,188.774794,191.477309,182.376334,198.157033,207.293892,199.422357,177.458723,204.920823
  ⚬ No identificado,0.052848,0.054815,0.00275,0.005302,0.003683,0.005114,0.020018,0.026224,0.010554,0.01929,0,0,0,0.832968,0,1.004924,0.02739,0,0.035459,0,0,0,0,0.000491,0.000508,0.000615,0.002812,0.004453,0.002875,0.001015,0.002315,0.195147,0.000761,0.001033,0.005865,0,7.087861,15.772697,18.584574,13.631066,7.346136,10.797863,13.450453,11.011241,5.586073,10.014798
 ● Baja California Sur,10.169927,11.503654,10.996835,14.761131,10.452928,11.849959,12.538076,13.224541,11.853519,13.197655,13.758127,13.558556,13.227018,14.641815,14.572868,13.673603,15.253605,16.584383,17.891617,18.232321,17.124094,20.62809,20.381497,21.516347,19.555512,22.690153,23.312078,23.222247,22.267807,25.12296,34.594857,29.125271,28.878495,33.181994,32.949293,32.963796,31.887682,39.835196,66.634205,65.824396,52.732661,47.874418,39.584416,37.92613,34.205837,39.19883
  ⚬ Comondú,0.792848,1.102476,1.153501,1.500135,0.95441,1.215786,1.202054,1.142737,1.075226,1.28874,1.408993,1.269337,0.885575,1.363541,1.357728,1.058204,1.003079,1.111298,1.5297,1.193623,1.126861,1.394714,1.484097,1.453681,1.173225,1.511207,1.472187,1.478307,1.235875,1.606496,1.977668,1.974477,1.793983,2.292508,2.148956,2.173293,1.677467,2.149088,1.994936,1.840246,1.512261,1.769582,1.947833,1.886571,1.537913,1.974248
  ⚬ La Paz,4.013262,4.608027,4.204589,5.599005,4.090163,4.700821,5.101134,4.916042,4.45643,5.055938,5.26055,5.138396,5.066822,5.021648,5.648476,4.205437,5.302763,5.97119,5.931697,6.508414,6.040637,7.108566,7.124639,7.815996,6.913922,7.99101,8.584035,8.631004,8.720822,8.954487,12.182537,10.849687,10.32722,12.276931,12.651137,12.745855,11.500151,16.935834,44.538521,42.656258,30.639403,24.289452,14.252823,13.701586,12.021654,14.108396
  ⚬ Loreto,0.394761,0.406859,0.352665,0.416797,0.322854,0.359794,0.351407,0.38225,0.373725,0.376271,0.413199,0.434743,0.430899,0.464258,0.487639,0.451816,0.522664,0.584829,0.681808,0.608827,0.624148,0.684338,0.679069,0.722557,0.68616,0.749545,0.719655,0.75646,0.884677,0.864993,2.440849,1.102749,1.110674,1.168249,1.239734,1.229203,1.422556,1.300026,1.328084,1.370799,1.467965,1.623946,1.719492,1.742949,1.773065,1.657005
  ⚬ Los Cabos,4.294556,4.667065,4.662211,6.375448,4.539414,4.907604,5.23321,5.947032,5.310963,5.764934,5.944288,6.041866,6.240089,6.934289,6.209832,7.012364,7.446389,7.93109,8.884338,9.057472,8.524569,10.416192,10.19945,10.624853,10.018997,11.377066,11.567346,11.491772,10.487786,12.715919,16.677355,14.09908,14.534879,16.241254,15.511378,15.52748,16.148484,18.15145,17.442342,18.623391,17.717404,18.674813,19.975378,18.875574,17.398935,19.679132
  ⚬ Mulegé,0.634486,0.682725,0.613117,0.857016,0.534824,0.654468,0.627077,0.799405,0.626023,0.703562,0.731098,0.674214,0.603632,0.858079,0.869193,0.945783,0.97871,0.985975,0.864074,0.863985,0.807879,1.02428,0.894242,0.89926,0.763208,1.061325,0.968855,0.864704,0.938646,0.981064,1.316448,1.099278,1.111739,1.203052,1.269043,1.287965,1.139024,1.298798,1.330322,1.333702,1.344405,1.435956,1.598457,1.493339,1.322115,1.616338
  ⚬ No identificado,0.040013,0.036502,0.010753,0.012731,0.011262,0.011485,0.023194,0.037075,0.011153,0.00821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129045,0,0,0,0,0,0.051222,0.080669,0.090433,0.226111,0.152155,0.163711
 ● Campeche,12.094235,15.058429,14.269552,15.509311,12.823638,15.71095,15.115521,14.040086,13.261175,15.304802,15.317832,14.280705,14.643297,17.17631,17.709814,17.478947,18.020062,19.604943,20.089953,19.721964,17.431286,21.284555,21.633827,21.376892,19.330358,24.397504,25.001906,22.48812,24.645626,26.201005,36.593388,31.654158,30.316818,38.79043,40.916274,40.88287,34.19503,41.871326,42.860246,41.596238,37.565105,46.108742,47.943478,42.090926,36.052921,45.283194
  ⚬ Calakmul,0.590339,0.727842,0.709283,0.682823,0.614653,0.863093,0.856161,0.792822,0.785006,0.94318,0.973869,0.856391,0.828228,0.89715,0.910092,0.913565,1.052552,1.125591,1.103806,1.068995,1.125202,1.337989,1.338891,1.278913,1.058846,1.358695,1.342568,1.220633,1.118745,1.396946,1.37525,1.530542,1.479784,1.888676,2.154181,2.039608,2.044512,2.515254,2.817719,2.816468,2.544748,3.199208,3.216786,2.956571,2.561008,3.267113
  ⚬ Calkiní,0.286494,1.254203,0.989231,0.492429,0.274416,0.452421,0.591373,0.407488,0.25074,0.446499,0.552441,0.386041,0.259424,0.57991,0.662655,0.470985,0.396978,0.593502,0.641685,0.4486,0.293189,0.50754,0.552851,0.382288,0.359236,0.61663,0.672474,0.448913,0.369999,0.535968,1.269441,0.608811,0.440453,0.941257,0.999877,0.841628,0.736393,1.254566,1.325863,1.101561,0.78687,1.31773,1.489287,1.17032,0.863988,1.462225
  ⚬ Campeche,3.121231,4.299339,3.864696,4.091019,3.155851,3.673263,3.731153,3.576909,3.621417,3.933107,3.653462,3.720185,3.776493,4.197597,4.450151,4.331403,4.358939,4.876173,4.577768,4.803105,4.242546,5.309929,5.094714,5.133165,4.600817,5.66654,6.075255,5.989376,6.543637,6.388508,9.011271,8.058893,7.356519,9.096198,10.180968,10.35394,7.652828,8.965434,9.612253,9.40864,7.784121,9.540494,9.663594,8.921672,7.243796,9.382058
  ⚬ Candelaria,0.685365,0.598454,0.529522,0.372289,0.492879,0.733273,0.527454,0.610211,0.492028,0.698103,0.678111,0.673794,0.757085,0.79947,0.784388,0.914738,1.04642,1.113152,1.076947,1.140602,1.047993,1.32625,1.397786,1.37445,1.353847,1.535102,1.482952,1.300746,1.459374,1.672577,2.629678,1.830744,1.891998,2.494137,2.364759,2.650787,4.631937,6.688318,7.120646,6.612659,6.341034,7.757436,7.946625,7.105626,6.5433,8.015346
  ⚬ Carmen,2.90729,3.958407,4.138703,5.241961,4.583335,5.720492,5.122668,3.731296,2.841888,3.078429,2.984295,2.83061,2.922533,3.393882,3.41898,3.5693,3.577216,3.915894,4.228207,4.146488,3.826091,4.505125,4.709776,4.792401,4.487994,5.870895,5.644749,4.783703,6.577797,6.62358,10.535317,8.656812,8.677127,10.373193,11.04191,10.988404,6.566417,6.192501,5.181178,5.40862,4.992032,5.837773,6.624731,6.015376,4.965207,5.586662
  ⚬ Champotón,1.514808,1.808826,1.558202,1.864206,1.450644,1.672359,1.64828,1.614129,1.597401,2.034574,1.950539,1.789303,1.905896,2.299142,2.177787,2.216508,2.323593,2.473374,2.384836,2.410628,2.261246,2.628187,2.661998,2.771513,2.628327,3.426475,3.534184,3.317331,3.090536,3.36387,4.065278,4.016084,3.697602,4.765276,4.868579,4.801151,4.38567,5.782155,5.540003,5.359536,5.09748,6.363224,6.218585,5.001882,4.341267,5.958565
  ⚬ Escárcega,2.814089,1.905459,1.906768,2.381702,2.019926,2.193337,2.039296,2.936846,3.413843,3.744609,3.906388,3.601976,3.898032,4.495488,4.530726,4.523838,4.809888,4.837183,5.054898,5.015021,4.192047,4.88092,4.790943,4.821019,4.299793,5.039071,5.008131,4.612971,4.862248,5.449297,6.519143,6.010925,6.069051,7.902137,7.642969,7.954155,7.094673,8.869605,9.382495,9.299817,8.461049,10.002704,10.316378,8.874382,7.79314,9.276001
  ⚬ Hecelchakán,0.052303,0.161538,0.232113,0.116428,0.08361,0.196325,0.29412,0.159075,0.105109,0.223564,0.324596,0.189627,0.133586,0.263635,0.40122,0.2687,0.209353,0.360918,0.539162,0.338418,0.211067,0.345527,0.535301,0.328164,0.212419,0.454075,0.597081,0.341125,0.252095,0.342592,0.553988,0.464815,0.300152,0.695899,0.853391,0.64523,0.515135,0.971737,1.089547,0.815209,0.849307,1.295638,1.361965,1.084054,1.02523,1.403895
  ⚬ Hopelchén,0.070515,0.145123,0.208601,0.181494,0.095218,0.146348,0.238272,0.154163,0.11705,0.149799,0.245525,0.19234,0.115512,0.207854,0.303995,0.215468,0.193748,0.221653,0.355231,0.279972,0.179809,0.330002,0.407119,0.380134,0.243483,0.330727,0.504578,0.379184,0.288727,0.328244,0.515754,0.367008,0.316025,0.498575,0.671508,0.490735,0.46445,0.499088,0.677233,0.637448,0.563392,0.640289,0.927045,0.765891,0.522177,0.669438
  ⚬ Palizada,0.029974,0.163244,0.104893,0.03763,0.034287,0.039303,0.040056,0.040063,0.022877,0.030268,0.039576,0.023477,0.03678,0.031287,0.047869,0.036233,0.03751,0.059366,0.099526,0.051072,0.037086,0.10299,0.117336,0.097182,0.055102,0.079907,0.106421,0.077331,0.072545,0.07003,0.088726,0.085116,0.073459,0.10701,0.106868,0.099217,0.086659,0.115409,0.097796,0.122871,0.132073,0.136707,0.145748,0.134409,0.125489,0.137148
  ⚬ Tenabo,0.007818,0.022633,0.023213,0.021293,0.014412,0.014653,0.018918,0.010281,0.011576,0.02267,0.00903,0.01696,0.009731,0.010897,0.021951,0.01821,0.013865,0.028137,0.027886,0.019064,0.015009,0.010095,0.027113,0.010276,0.012431,0.019386,0.033512,0.016808,0.009923,0.029394,0.029543,0.024409,0.014647,0.028071,0.031079,0.018014,0.016357,0.017259,0.015513,0.01341,0.012998,0.017468,0.016088,0.006467,0.00424,0.011027
  ⚬ No identificado,0.014009,0.013362,0.004327,0.026038,0.004407,0.006084,0.007771,0.006802,0.00224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007388,0.018063,0,0,0,0,0,0,0,0,0,0.000186,0,0,0,0,0,0,0.00007,0.016646,0.054274,0.06408,0.113716
 ● Coahuila,78.636967,90.696362,87.717666,81.829215,82.711347,95.49875,124.127464,102.593588,94.561498,115.666427,103.400216,98.295632,95.761816,109.507961,111.191807,114.466015,113.000034,129.676079,135.143219,157.613875,139.459365,156.563296,154.023738,155.621679,142.602414,169.844349,176.197564,168.825774,165.426805,188.899441,188.909082,191.299078,189.834116,237.284507,247.536673,249.949293,222.282803,266.098532,277.670281,295.143071,253.428417,267.730883,277.167274,253.537024,214.091119,251.113228
  ⚬ Abasolo,0,0.195649,0.370032,0.313842,0.401623,0.389325,0.529102,0.483264,0.360176,0.378579,0.432388,0.444843,0.38603,0.408302,0.392787,0.346577,0.075286,0.001875,0.012112,0,0.00398,0,0,0.001379,0.004415,0.008853,0.006877,0.007454,0.014895,0.019421,0.02232,0.118351,0.023422,0.040301,0.053559,0.037767,0.026844,0.060068,0.000858,0.001215,0.001672,0.000815,0,0,0,0
  ⚬ Acuña,7.80855,7.876224,7.596171,7.729993,7.559352,8.320726,10.248116,8.290427,7.961447,9.8873,7.612872,8.118379,7.922987,8.536148,8.581226,8.856131,9.537998,10.461052,10.712394,12.638101,12.152594,13.19388,13.112073,12.748373,13.098242,14.778652,15.234999,14.848387,15.821466,19.186673,17.726983,17.602826,19.243749,23.50311,23.235113,24.130653,22.827885,24.938052,25.511652,26.106864,23.264619,23.154825,23.138429,21.59672,19.309524,21.769061
  ⚬ Allende,2.210036,2.254827,2.646222,2.410035,2.295447,2.631503,3.926319,2.993997,3.055981,3.365917,3.438968,2.928725,3.294226,3.666175,3.892525,4.014568,4.363887,4.935457,5.121587,6.314093,5.327956,5.838533,5.600261,5.604553,5.434374,6.145594,6.493338,5.784403,6.126538,7.886065,5.801003,6.523717,6.192616,7.153762,7.37647,7.323424,6.447351,7.54362,8.442391,8.669933,7.782139,8.084157,8.355864,7.622252,6.489339,8.024551
  ⚬ Arteaga,0.014937,0.020566,0.052494,0.040421,0.054992,0.068564,0.085062,0.088482,0.068813,0.084693,0.062959,0.073511,0.090096,0.082981,0.096347,0.09777,0.106836,0.109309,0.018266,0.012059,0.011842,0.019378,0.010451,0.013981,0.018618,0.027651,0.026335,0.037957,0.038595,0.025305,0.041597,0.037935,0.027536,0.058402,0.127465,0.059655,0.038099,0.088448,0.034918,0.026478,0.024206,0.023262,0.02868,0.018914,0.020678,0.020955
  ⚬ Candela,0.018457,0.025631,0.030908,0.032091,0.026864,0.036667,0.043508,0.027013,0.025979,0.036232,0.037108,0.034654,0.030261,0.031313,0.0341,0.02822,0.027469,0.039465,0.055124,0.044734,0.038838,0.038124,0.04613,0.037908,0.031846,0.047886,0.090525,0.062982,0.069815,0.072383,0.049873,0.05735,0.064706,0.063196,0.067616,0.075724,0.072568,0.087287,0.074251,0.067492,0.061196,0.064531,0.064618,0.060009,0.069014,0.027328
  ⚬ Castaños,0.562336,0.613716,0.642699,0.631233,0.68796,0.834203,1.063472,0.938798,0.84272,1.062115,1.010435,1.128426,1.079839,1.19167,1.203137,1.271303,1.467463,1.674075,1.890074,2.057658,2.043431,2.051064,1.89596,1.997865,1.974338,2.070771,2.079331,1.980777,2.151764,2.631515,2.41152,2.787135,2.882455,3.542821,3.594033,3.4228,3.082001,3.501257,3.705702,3.60413,3.056151,3.326147,3.465599,3.20612,2.570654,3.030637
  ⚬ Cuatro Ciénegas,0.248415,0.331049,0.266911,0.24291,0.241724,0.303685,0.434514,0.336266,0.307491,0.38632,0.30945,0.340205,0.34902,0.372551,0.426254,0.422315,0.394927,0.556337,0.597748,0.673229,0.77394,0.898085,0.77155,0.738037,0.858779,0.989436,0.918991,0.889741,0.829703,0.850475,0.932347,0.904055,0.844999,1.096555,1.102552,1.121506,1.02983,1.22201,1.1307,1.057978,0.97732,0.988328,0.678853,0.667464,0.574566,0.603051
  ⚬ Escobedo,0,0,0,0,0,0,0,0,0,0,0.000084,0.000772,0.002374,0,0.000604,0,0.000752,0,0,0,0,0,0.006083,0.003557,0.005678,0.009191,0.018933,0.026107,0.026322,0.076958,0.077304,0.053371,0.056015,0.077174,0.09453,0.096877,0.135672,0.528915,0.028949,0.027635,0.027639,0.040613,0.029059,0.038867,0.033862,0.048855
  ⚬ Francisco I. Madero,2.159319,3.012984,3.88478,3.522736,3.489803,3.64366,5.642157,4.66719,4.082869,5.147261,4.847357,4.594859,3.599536,5.106179,4.982107,5.172534,4.578061,5.693541,5.839791,6.668035,5.64897,6.457422,6.720945,6.634972,5.913838,7.069505,7.435011,7.140395,6.456024,7.560325,4.422142,5.518435,5.596851,7.470121,7.531975,7.811592,6.562068,8.42909,8.940259,9.70239,7.744645,7.91219,8.26438,7.584034,6.444788,7.983962
  ⚬ Frontera,1.724642,1.841178,1.784707,1.838233,1.889611,2.119247,2.76982,2.296503,2.18872,2.629549,2.260509,2.173417,2.151608,2.358515,2.584627,2.660803,2.827008,3.333835,3.387044,4.042235,3.706123,4.176848,3.918157,3.986531,3.797562,4.242383,4.357346,4.246022,4.703319,5.009281,4.987785,5.525233,5.493306,7.494243,7.852977,7.817642,6.701116,7.66537,7.596556,8.185985,6.655253,6.996602,7.932214,6.83505,5.759036,6.292823
  ⚬ General Cepeda,0.096203,0.094374,0.09595,0.078421,0.072817,0.104072,0.129912,0.108449,0.091808,0.112027,0.117297,0.095119,0.092812,0.123047,0.137393,0.118918,0.124095,0.152441,0.18605,0.182212,0.133475,0.183619,0.215831,0.178944,0.13977,0.183115,0.216762,0.19516,0.189597,0.23642,0.251595,0.201373,0.226672,0.265664,0.308683,0.305294,0.247479,0.299308,0.258938,0.264896,0.219635,0.229195,0.269067,0.204476,0.171424,0.21895
  ⚬ Guerrero,0,0,0,0,0,0,0,0,0.000406,0.000324,0.003499,0.003184,0.002552,0.005275,0.006264,0.006443,0.008981,0.009305,0.011512,0.015206,0.007117,0.016674,0.014201,0.01325,0.01319,0.016143,0.0124,0.012741,0.012675,0.022956,0.017399,0.105165,0.015642,0.025731,0.038969,0.0217,0.03282,0.024688,0.027289,0.020458,0.01894,0.014115,0.020824,0.015033,0.010757,0.010171
  ⚬ Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002423,0.000856,0,0,0,0.000612,0.011295,0.006673,0.007023,0.010041,0.016978,0.007825,0.007001,0.00516,0.006786,0.004835,0.012374,0,0,0.000077,0,0,0,0,0
  ⚬ Jiménez,0.000076,0,0,0,0,0,0,0,0.000125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001336,0.001385,0.002829,0.006302,0.017701,0.033863,0.040617,0.049437,0.218142,0.094356,0.122461,0.116086,0.120837,0.126042,0.180393,0,0.010791,0,0,0,0,0,0
  ⚬ Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000648,0.000694,0.000117,0.001282,0.001044,0,0.000389,0.00046,0.005599,0.002436,0.022811,0.027576,0.635632,0.014117,0.01745,0.025361,0.033741,0.041349,0.089023,0.057485,0.0535,0.003441,0.001195,0.001663,0.000315,0.000117,0.009024
  ⚬ Lamadrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403,0.001045,0.000811,0.001674,0.004154,0.00186,0.003355,0.004685,0.003398,0.005227,0.01224,0.009529,0.013779,0.013952,0.019525,0.009195,0.011639,0.008705,0.011566,0.007288,0.00472,0.007468,0.009694
  ⚬ Matamoros,2.928175,3.105993,3.187851,2.98674,2.655593,3.2336,4.383486,3.604615,3.179065,4.011412,3.831447,3.642162,3.500662,4.082956,4.055748,4.213584,4.087171,4.905212,5.168474,5.714337,4.649537,5.192986,5.17118,5.26788,4.93059,6.008985,6.300314,6.397395,6.073455,6.397356,6.910085,7.008606,6.763608,8.898459,9.558045,10.297958,9.317884,11.57127,11.9667,13.376525,11.082412,11.809537,12.189474,11.479877,9.203973,10.771704
